,screen_name,full_text,userLocation,Lvalue,Lpredict_nb,Lpredict_svm,Lpredict_lr,Lpredict_BERT
6238,rickysadewa_895,ane jga ngerti ngerti gmn nya klo khlngan hp harga mahal tp ane jgha mnta kasihan karna ane udah ktipu mntah ni iphon,kalimantan,5,3,3,3,2
6239,rickysadewa_895,iphone curi tolong lacak karna ane nya pke wifi biar lacak karna ane ga mw d,kalimantan,5,5,3,5,1
6240,rickysadewa_895,iphonenews gan tolong kabarin ma orang ipone nya karna beli iphone lwat online kna tipu bli iphone cr,kalimantan,5,0,0,0,1
6241,rickysadewa_895,mba disiarin mba mudah pnya iphone hbngin karna ga mw curi cmn korban jual online,kalimantan,5,4,4,4,2
6242,rickysadewa_895,tolong agan pnya hati kasihan karna ane jga orang rantau ade bkin kaya gin spaya ane ga jd sasar,kalimantan,5,3,3,5,2
6243,rickysadewa_895,klo ga mw ambil tolong icloudnya ane ga klo mw d ambil jga ang ane jta ga gin,kalimantan,5,3,3,3,2
6244,rickysadewa_895,ni iphone aq bli tipu tlong pnya email kasih solusi klo mw ambil tlng gntin uang aq,kalimantan,5,3,0,0,8
6245,rickysadewa_895,kompascom email iphone nya fgmailcom ane udah cba hbngin alamat vtamecom tp ga da respon tolong gan,kalimantan,5,3,3,0,1
6246,rickysadewa_895,kompascom maf gan ane mnta tolong bat sebarin berita iphone ane bli lwat online nyata barang curi gan tolong gan,kalimantan,5,4,4,4,2
6247,rickysadewa_895,kaskus iphone pke gmail nya fgmailcom klo ga tlng ksih tw bka nya gan ane tau ane ga teliti gan tolong gan,kalimantan,5,3,3,3,1
6248,rickysadewa_895,kaskus gan ane tipu bli iphone gan ane harap solusi gan klo orang nya pngen ambil ga gan tp ganti ane,kalimantan,5,3,3,3,2
6249,rickysadewa_895,gan ane ktipu ni beli hp iphone kt cmn jaring kunci nyata icloudnya jga ane mnta bantu donk jd ane gmn,kalimantan,5,3,3,3,2
6250,rickysadewa_895,maclubindo bos iphone ane model operator,kalimantan,5,3,3,3,2
6251,rickysadewa_895,herbalcitra maf tingi rumah sehat citra knapa gaji toko dbawah standart ga,kalimantan,5,4,3,3,1
6252,rickysadewa_895,awak urang mang juo ko,kalimantan,5,8,8,8,8
6253,rickysadewa_895,belabele hayu,kalimantan,5,2,2,2,2
6254,rickysadewa_895,gegana,kalimantan,5,3,5,3,7
6255,rickysadewa_895,latenightstv tamu nya cantik bngat,kalimantan,5,2,5,2,2
6256,BEM_Udayana,formulir daftar akses taut ayo daftar narahubung oka suwasthiari line idaosp beasiswagotongroyong,bali dan nusa tenggara,0,3,3,3,3
6257,BEM_Udayana,syarat daftar beasiswa rupa mahasiswa universitas udayana terima beasiswa perintah swasta bayar ukt semester genap,bali dan nusa tenggara,0,4,3,3,2
6258,BEM_Udayana,kabar gembira juang beasiswa daftar beasiswa gotong royong batch buka catat tangalnya kumpul berkas kirim desember,bali dan nusa tenggara,0,3,3,3,1
6259,BEM_Udayana,narahubung adevia adevia helga helgadsr psdmnewsleter salamsahabatliterasi growtobebeter,bali dan nusa tenggara,0,3,3,3,1
6260,BEM_Udayana,pertanyan yuk baca postingan klik taut tera akses tulis lengkap,bali dan nusa tenggara,0,3,3,3,2
6261,BEM_Udayana,ajar latih barat motion vs action orang mengangap nyata motion action beda loh beda,bali dan nusa tenggara,0,2,2,2,2
6262,BEM_Udayana,kirakira aja sih bahas penasarankanyuk langsung swipe left contact person arya wira pangestu aryawira balaiwartaudayana ayoberkarya,bali dan nusa tenggara,0,1,1,1,2
6263,BEM_Udayana,yap balai warta udayana kali bahas kena dunia game online kenal esport sat gemar remaja dunia khusus,bali dan nusa tenggara,0,3,2,2,0
6264,BEM_Udayana,balai warta udayana hadir topik bahas kalah tarik nih,bali dan nusa tenggara,0,8,1,1,0
6265,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6266,BEM_Udayana,mari gabung tantang paslon haritangal mingu desember wita selesai kopi semeton jln ruko no jimbaran medsos paslon,bali dan nusa tenggara,0,0,0,0,0
6267,BEM_Udayana,pilih raya tingal hitung kenal calon presiden mahasiswa calon wakil presiden mahasiswa paham butuh mahasiswa gagasangagasanya jalan arah gerak mahasiswa,bali dan nusa tenggara,0,3,4,3,2
6268,BEM_Udayana,link daftar fre registrasi fre ecertificate amp buka daftar kongres akbar bal kongresakbarbali,bali dan nusa tenggara,0,2,2,2,0
6269,BEM_Udayana,mari gabung sumbang suara kongres akbar bal tema upaya strategis penat ulang struktur ekonomi program ekonomi kerthi bal pandemi covid desember wita selesai zom,bali dan nusa tenggara,0,3,0,0,0
6270,BEM_Udayana,bangun customer relationship management yuk simak info wirausahamudaudayana djiwaentrepreneur entrepreneurunud salamcuan,bali dan nusa tenggara,0,1,1,1,2
6271,BEM_Udayana,tuju crm butuh perilaku buah layan optimal tahan,bali dan nusa tenggara,0,3,3,3,3
6272,BEM_Udayana,crm customer relationship management strategi bisnis madu proses manusia teknologi bantu tarik prospek jual tahan puas loyal,bali dan nusa tenggara,0,1,1,1,1
6273,BEM_Udayana,asa temu akbar lembaga universitas udayana temu lembaga jalin relasi sahabat bahas kena peran ormawa mahasiswa,bali dan nusa tenggara,0,3,4,4,2
6274,BEM_Udayana,kriteria responden mahasiswa aktif unud angkat mahasiswa aktif unud jurus program studi diploma i d sarjana s link survei tera bio profil instagram hopehelps unud let hope helps you hopehelps,bali dan nusa tenggara,0,3,3,3,8
6275,BEM_Udayana,kali hopehelps butuh bantu responden survei kena mahasiswa universitas udayana kait isu keras seksual gender survei tuju mahasiswa udayana isu keras seksual gender,bali dan nusa tenggara,0,4,4,4,2
6276,BEM_Udayana,ketingalan informasi pantau akun media sosial list rekening akun donasi beasiswa gotong royong lihat link narahubung oka suwasthiari beasiswagotongroyong,bali dan nusa tenggara,0,3,3,3,3
6277,BEM_Udayana,hadir program kerja ungulan kabinet integrasi karya beasiswa gotong royong tuju bantu pembiayan ukt mahasiswa udayana semester hadir beasiswa gotong royong batch semester genap,bali dan nusa tenggara,0,3,4,4,2
6278,BEM_Udayana,laksana salur donasi udayana peduli banjir kabupaten katingan kalimantan dana hasil kumpul rp salur human initiative terimakasih elemen masyarakat mahasiswa udayanapedulibencana,bali dan nusa tenggara,0,4,5,5,5
6279,BEM_Udayana,terimakasih elemen masyarakat mahasiswa sukarela bantu saudara saudara kena musibah contact person dita widi ditawidi udayanapedulibencana,bali dan nusa tenggara,0,4,4,4,2
6280,BEM_Udayana,bantu korban dampak buka donasi online oktober total donasi kumpul rp donasi salur langsung masyarakat desa ban karangasem rawan rumah zakat action,bali dan nusa tenggara,0,3,8,8,0
6281,BEM_Udayana,laksana salur donasi udayana peduli bencana oktober gempa wilayah bal magnitudo sr guncang gempa dampak jatuh korban jiwa rusa bangun wilayah kabupaten karangasem kabupaten bangli,bali dan nusa tenggara,0,4,0,0,0
6282,BEM_Udayana,putus mk nilai lantar u cipta kerja laku tutup buruk depa uciptakerja mositidakpercaya,bali dan nusa tenggara,0,2,1,1,6
6283,BEM_Udayana,inkonstitusional permanen laku rentang putus obesitas atur tumpang tindih u landas diputuskanya status laku u cipta kerja,bali dan nusa tenggara,0,3,1,4,7
6284,BEM_Udayana,u cipta kerja taung atur nyata inkonstitusional syarat mahkamah konstitusi ud,bali dan nusa tenggara,0,3,1,1,2
6285,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6286,BEM_Udayana,yuk simak program kerja laksana bem pm november buletinintegrasi desember,bali dan nusa tenggara,0,3,3,3,1
6287,BEM_Udayana,hujung november terima kasih juang,bali dan nusa tenggara,0,3,3,3,1
6288,BEM_Udayana,hujung november terima kasih juang yuk simak program kerja laksana bem pm november buletinintegrasi desember,bali dan nusa tenggara,0,3,3,3,1
6289,BEM_Udayana,nih video dokumenter kunjung rawan revitalisasi budaya salah lokasi kiat batik nama batik lengkap revitalisasibudaya,bali dan nusa tenggara,0,3,3,3,3
6290,BEM_Udayana,faq lengkap berkas alur syarat khusus akses link daftar akses narahubung renaldo sahala renaldo poskouktbatch,bali dan nusa tenggara,0,3,3,3,1
6291,BEM_Udayana,kabar gembira kumpul berkas posko ukt batch hinga november ayo lengkap berkasberkas tangalnya,bali dan nusa tenggara,0,8,3,3,1
6292,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6293,BEM_Udayana,contact person arya wira pangestu aryawira balaiwartaudayana ayoberkarya,bali dan nusa tenggara,0,4,3,4,0
6294,BEM_Udayana,kali erti sejarah tari terkenalyuk swipe left,bali dan nusa tenggara,0,1,3,2,2
6295,BEM_Udayana,dunia dance asing telinga bahas balai warta udayana,bali dan nusa tenggara,0,2,3,2,0
6296,BEM_Udayana,sih psikologi marketing singkat psikologi marketing ilmu marketing paham pengaruh emosi calon beli lengkap sumber youtube agung wirausahamudaudayana,bali dan nusa tenggara,0,3,1,2,2
6297,BEM_Udayana,keras hadap perempuan rupa hak asasi manusia dunia februari majelis pb resmi november anti keras hadap perempuan internasional,bali dan nusa tenggara,0,4,2,4,6
6298,BEM_Udayana,wita selesai via live instagram bemudayana hadir narasumber nanda gayatri aktivis seruni bal ketua kemas unud moderator staf bijak nasional bem pm unud narahubung sherina,bali dan nusa tenggara,0,3,0,0,0
6299,BEM_Udayana,anti keras hadap perempuan diskusi kali hadir tema tisik terbit permendikbud keras seksual undang mahasiswa hadir dialektika kamis november,bali dan nusa tenggara,0,3,4,4,3
6300,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6301,BEM_Udayana,cermin pikir advokasi butuh rakyat bal cp waid line luhmeita rikayani informasi kena kongres akbar bal kongresakbarbali,bali dan nusa tenggara,0,4,0,0,0
6302,BEM_Udayana,kongres akbar bal hadir sambut merespon bijak daerah provinsi bal kongres akbar bal hadir wadah suara masyarakat bal depa bijak perintah daerah provinsi bal benarbenar,bali dan nusa tenggara,0,4,0,0,0
6303,BEM_Udayana,laksana workshop kebudayan sangar tari tabuh karang pura uluwatu giat workshop kebudayan rupa rangkai revitalisasi budaya selasa bicara budaya angkat tema harmonisasi suara gerak hasil tari kecak,bali dan nusa tenggara,0,3,3,3,0
6304,BEM_Udayana,yuk mahasiswa milik inovasi pkm contact person,bali dan nusa tenggara,0,4,4,4,1
6305,BEM_Udayana,pkm program kreativitas mahasiswa wadah bentuk direktorat jenderal ajar kemahasiswan menteri riset teknologi didik tingi republik jenisjenis pkm manfat,bali dan nusa tenggara,0,8,2,2,8
6306,BEM_Udayana,isi formulir lambat disi november narahubung angiesrianatasya,bali dan nusa tenggara,0,3,3,3,1
6307,BEM_Udayana,bantu ukt kemendikbud semester ganjil lihat laman mahasiswa laku bayar nyata lulus harap isi formulir laman,bali dan nusa tenggara,0,3,3,3,1
6308,BEM_Udayana,pertanyan yuk baca postingan klik taut tera akses tulis lengkap narahubung adevia adevia helga helgadsr psdmnewsleter,bali dan nusa tenggara,0,3,3,3,2
6309,BEM_Udayana,laku membangakan puji orang kecewa,bali dan nusa tenggara,0,4,8,8,2
6310,BEM_Udayana,orang manusia senang puji orang,bali dan nusa tenggara,0,2,2,2,6
6311,BEM_Udayana,terimakasih bantu giat festival rakyat jumpa festival rakyat festivalrakyat mariberwisatakedesalangahan,bali dan nusa tenggara,0,3,3,0,3
6312,BEM_Udayana,kolaborasi udayana ajar disi main games adikadik tutup clean up udayana trip serve,bali dan nusa tenggara,0,0,1,0,0
6313,BEM_Udayana,mingu november laksana clean up day puncak acara festival rakyat rangkai acara festival rakyat oktober laksana pariwisata lingkung,bali dan nusa tenggara,0,3,2,0,1
6314,BEM_Udayana,permendikbud pks sinyalir legal zina konsep consent kandung milik paham luas indikasi paham konteks instrumen klasifikasi jangka,bali dan nusa tenggara,0,3,4,4,2
6315,BEM_Udayana,hadir payung hukum permendikbud pks jalur konsisten cipta ruang aman bebas keras seksual korban,bali dan nusa tenggara,0,3,4,4,2
6316,BEM_Udayana,kontroversi permendikbud pks cegah legal zina marak keras seksual ruang lingkup didik bak fenomena gunung es alir tuntas dukungpermendikbudpks,bali dan nusa tenggara,0,4,4,4,3
6317,BEM_Udayana,informasi tuang rektorat cegah tangan keras seksual akses link,bali dan nusa tenggara,0,4,4,4,8
6318,BEM_Udayana,hadap permendikbud nomor kabar terbit atur rektor surat edar cegah tangan keras seksual pertor lambat desember,bali dan nusa tenggara,0,4,4,4,7
6319,BEM_Udayana,menteri adkesma bijak kampus laku audiensi serah draft sop atur keras seksual rektorat audiensi berita rektor universitas udayana komitmen lawan keras seksual,bali dan nusa tenggara,0,8,4,4,2
6320,BEM_Udayana,wadah bangun relasi erat tali persaudaran perintah mahasiswa universitas udayana lupa pantau kabar instagram bem pm udayana contact person genta gentataksu,bali dan nusa tenggara,0,8,8,8,2
6321,BEM_Udayana,tau simakrama pm giat wadah pikir solusisolusi perintah mahasiswa universitas udayana wadah diskus tukar pikir giat,bali dan nusa tenggara,0,3,3,3,2
6322,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6323,BEM_Udayana,fakta aja sih sirkuit iniyuk swipe left for more info contact person arya wira pangestu aryawira balaiwartaudayana ayoberkarya,bali dan nusa tenggara,0,0,1,1,0
6324,BEM_Udayana,sirkuit bincang hangat masyarakat resmi langsung presiden ri ir h joko widodo loh,bali dan nusa tenggara,0,4,2,6,1
6325,BEM_Udayana,sirkuit mandalika nih,bali dan nusa tenggara,0,0,0,0,0
6326,BEM_Udayana,raya kuningan rupa raya menang dharma lawan adharma umat hindu raya menang jahat selamat raya kuningan umat hindu moga kati damai,bali dan nusa tenggara,0,0,3,2,2
6327,BEM_Udayana,syarat daftar akses ayo daftar lupa lengkap berkasberkasnya narahubung renaldo sahala renaldo poskouktbatch,bali dan nusa tenggara,0,3,3,3,1
6328,BEM_Udayana,kabar ditungutungu posko ukt hadir mahasiswa sesuai uktnya buk posko ukt laksana rentang november faq lengkap berkas alur syarat khusus akses,bali dan nusa tenggara,0,3,3,3,3
6329,BEM_Udayana,mainmain ancam turun akreditasi layang guru tingi menat atur sayang isi pasalpasal atur kampusmerdekaks,bali dan nusa tenggara,0,4,4,4,2
6330,BEM_Udayana,dukung perintah diturunkanya permendikbud nomor cegah tangan keras seksual pks lingkung guru tingi desa aksi lancar komponen civitas akademika,bali dan nusa tenggara,0,3,4,4,7
6331,BEM_Udayana,pilih bungkam takut intervensi kait indikasi keras seksual rupa urgent butuh akademika langkah berantas,bali dan nusa tenggara,0,1,1,1,2
6332,BEM_Udayana,keras seksual rupa buah jahat moral kerap ruang lingkup guru tingi korban lapor wenang media sosial,bali dan nusa tenggara,0,4,4,4,2
6333,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6334,BEM_Udayana,kominfointegrasikaryaudayanagmailcom konfirmasi kirim foto cerpen narahubung deadline kumpul kamis november jam wita tungu karya hebat,bali dan nusa tenggara,0,3,3,3,2
6335,BEM_Udayana,mari kirim kreatifitas jurnal integrasi karya vol tata milik foto cerpen kena program kerja bem pm universitas udayana kirim foto cerpen email,bali dan nusa tenggara,0,8,1,8,2
6336,BEM_Udayana,milik minat cerpen kena program kerja bem pm universitas udayana milik foto sat proker bem langsung wadah tampung kreatifitas jurnal integrasi karya vol,bali dan nusa tenggara,0,4,4,4,2
6337,BEM_Udayana,faktafakta tarik batik bal penasaran yuk swipe left informasi kenal budaya postingan warta budaya lai semeton werdhibudaya,bali dan nusa tenggara,0,0,0,0,0
6338,BEM_Udayana,batik bal batas budaya tradisional ritual pakai batik pengunan kain batik bal fashion seharihari laga ajang perlomban busana internasional,bali dan nusa tenggara,0,3,0,0,0
6339,BEM_Udayana,batik bal rupa hasil sebar batik pulau jawa bal potensi tumbuh kembang batik kembang batik bal hitung cepat permintan minat tingi negeri,bali dan nusa tenggara,0,3,0,0,0
6340,BEM_Udayana,narahubung adevia adevia helga helgadsr psdmnewsleter salamsahabatliterasi growtobebeter,bali dan nusa tenggara,0,3,3,3,1
6341,BEM_Udayana,pertanyan yuk baca postingan klik taut tera akses tulis lengkap,bali dan nusa tenggara,0,3,3,3,2
6342,BEM_Udayana,buah organisasi peran orang pimpin butuh kelola sumber daya manusia istilah iq eq pengaruh hadap pimpin orang,bali dan nusa tenggara,0,3,2,2,2
6343,BEM_Udayana,hotline udayana kirim via dm line oficial acount bemudayana rentang wita lupa maimetakon narahubung bianca ngopisianghari hotlineudayana maimetakon,bali dan nusa tenggara,0,4,4,8,2
6344,BEM_Udayana,contact person arya wira aryawira balaiwartaudayana ayoberkarya,bali dan nusa tenggara,0,4,4,4,2
6345,BEM_Udayana,kali balai warta udayana hadir ulik fakta kena seni vokal seriosa penasaran yuk simak bahasa,bali dan nusa tenggara,0,3,4,4,0
6346,BEM_Udayana,halo civitas akademika universitas udayana sih vokal seriosa,bali dan nusa tenggara,0,4,8,4,2
6347,BEM_Udayana,contact person dion marianoz ratu aksara werdhibudaya,bali dan nusa tenggara,0,4,8,4,0
6348,BEM_Udayana,laksana giat apresiasi karya sastra aksara oktober terselengaranya giat skb kota denpasar terimakasih undang panitia partisipasi jumpa aksara,bali dan nusa tenggara,0,8,3,8,0
6349,BEM_Udayana,daftar informasi kait buk daftar posko ukt batch media sosial bem pm universitas udayana narahubung renaldo sahala renaldo poskouktbatch,bali dan nusa tenggara,0,3,8,3,2
6350,BEM_Udayana,posko ukt batch buka posko ukt rupa program kerja menteri adkesma bijak kampus tuju bantu mahasiswa universitas udayana sesuai ukt permanen,bali dan nusa tenggara,0,3,8,3,2
6351,BEM_Udayana,tarik investasi reksadana moga postingan bantu wirausahamudaudayana djiwaentrepreneur entrepreneurunud salamcuan,bali dan nusa tenggara,0,2,3,2,2
6352,BEM_Udayana,putus investasi paham erti resiko hukum reksadana tarik investasi reksadana uang pantau manajer investasi sehinga repotrepot pantau pasar sat,bali dan nusa tenggara,0,2,2,2,1
6353,BEM_Udayana,u pasar modal nomor reksadana wadah himpun dana masyarakat modal dinvestasikan portofolio efek manajer investasi,bali dan nusa tenggara,0,2,2,2,1
6354,BEM_Udayana,lengkap swipe left giat teken hasil gerakanudayanamengajar,bali dan nusa tenggara,0,1,1,1,2
6355,BEM_Udayana,temu rawan laku laksana ajar adik sdn langah lupa harap gera rawan udayana ajar bermanfat adikadik desa langah kapai,bali dan nusa tenggara,0,3,3,3,0
6356,kabaPADANG,hadiah,sumatera,8,3,7,7,7
6357,kabaPADANG,event okt one squad one goal,sumatera,8,4,2,2,7
6358,kabaPADANG,nabung biaya jalan jalan coba deh praktekin tips yuk,sumatera,8,2,2,2,1
6359,kabaPADANG,tes,sumatera,8,8,8,8,1
6360,kabaPADANG,brengsek,sumatera,8,4,1,1,0
6361,kabaPADANG,polisi republik dukung mui penjara ahok paraf petisi,sumatera,8,6,6,6,7
6362,kabaPADANG,polisi republik dukung mui penjara ahok paraf petisi,sumatera,8,6,6,6,7
6363,kabaPADANG,republikaonline daftar haji minimal usia,sumatera,8,3,3,3,8
6364,kabaPADANG,iphoright miliarder ratarata bangkrut kali buku milionaire next dor,sumatera,8,3,3,3,1
6365,kabaPADANG,bemkmunand sdri nola nomor rekening tungu donasi,sumatera,8,8,8,8,8
6366,kabaPADANG,pagi buka donor darah i mas fkunand lapabcd fkunand jati loh,sumatera,8,3,3,3,3
6367,kabaPADANG,bemkmunand selamat pagi andalas selamat aktivitas,sumatera,8,8,8,8,8
6368,kabaPADANG,tau dmn sj rumah baca pusta d kelola pribadi d kota padang makas,sumatera,8,8,8,8,8
6369,kabaPADANG,sat hujan hati jalan bawa kendaran,sumatera,8,4,0,0,2
6370,kabaPADANG,spbu padang bakar tpwcovesiacomberitaspbumarapalamterbakarhtml,sumatera,8,8,8,8,8
6371,kabaPADANG,biqimanda lets join us on rangkai acara kgtk imamiui,sumatera,8,0,0,0,1
6372,kabaPADANG,viedeswati informasi rumah konrakan pengambirantolong info in,sumatera,8,3,6,6,3
6373,kabaPADANG,biqimanda adik sluruh sma smk ma masuk ui check info tarik putar roadshow imamiui kgtk,sumatera,8,3,8,8,1
6374,kabaPADANG,civitas akademika unand duka dosen sastra indo fibarfinal s mhum wafat gentandalas,sumatera,8,8,8,8,8
6375,kabaPADANG,viedeswati mohon bantu nya,sumatera,8,1,8,1,2
6376,kabaPADANG,viedeswati angkot psraya teluk bayur kyk nya benah tuhsopirnya ank umurblm pnya simugalan mahyeldi,sumatera,8,3,3,3,8
6377,kabaPADANG,rbsid sepatu adidas ready stock,sumatera,8,1,2,2,0
6378,kabaPADANG,udaunisumbar lets join uswest sumatera for gaza show ur humanity,sumatera,8,8,8,8,8
6379,kabaPADANG,minangsedunia masuk sholat maghrib kota padang,sumatera,8,8,8,8,8
6380,kabaPADANG,furqanulhamdi dragon fruit super red pupuk alami beli toko al furqan padang rp k kg,sumatera,8,0,1,8,8
6381,kabaPADANG,dmine sushi rnr,sumatera,8,4,1,4,1
6382,kabaPADANG,udaunisumbar we share we care we are family west sumatera for gaza join us show ur humanity caring for gaza,sumatera,8,0,1,8,8
6383,kabaPADANG,vivabola daftar penghargan piala dunia,sumatera,8,3,3,2,3
6384,kabaPADANG,final jerman vs argentina generasi emas,sumatera,8,8,8,8,1
6385,kabaPADANG,rumahgadang info as udauni tgl plg basamo jd tgl juli baliak tp d tgl agust,sumatera,8,2,5,5,0
6386,kabaPADANG,provinsisumbar coblos jk kalah lbh fokus dgn keluarga pakjk,sumatera,8,3,3,3,7
6387,kabaPADANG,whulandary god morning universe salamaik pagi uni,sumatera,8,8,8,8,0
6388,kabaPADANG,kapuyuakloting dingin time out nyo kupi jo goreng pisang bakwan sm isi ndak,sumatera,8,8,8,8,8
6389,kabaPADANG,minangsedunia masuk sholat subuh kota padang,sumatera,8,8,8,8,8
6390,kabaPADANG,beritabunghata lulus sma sat daftar universitas hata daftar tes tulis klik,sumatera,8,4,4,4,8
6391,kabaPADANG,minangsedunia lokasi pantau hilal ranahberita,sumatera,8,3,8,8,8
6392,kabaPADANG,marhaban ramadhan,sumatera,8,8,4,8,8
6393,kabaPADANG,alumni univbung hata yuk isi data alumni gt,sumatera,8,2,4,2,8
6394,kabaPADANG,faniaudina alah swt tau butuh makasih,sumatera,8,4,4,4,2
6395,kabaPADANG,apo pulo akun ko org munafik dlm hati tuhan,sumatera,8,8,6,6,8
6396,kabaPADANG,vindomak libra travel tuju pekanbarupadang parmada panther ac x p gratis x jalan,sumatera,8,4,0,0,8
6397,kabaPADANG,sichsan body contest mai solok,sumatera,8,8,8,8,8
6398,kabaPADANG,vicyvicy posisi macheriepdg arah kampus unand sblm lampu merah by pas,sumatera,8,8,8,8,8
6399,kabaPADANG,macheriepdg orang jepang nama takoyaki asik icip,sumatera,8,3,3,3,1
6400,kabaPADANG,macheriepdg haus minum spt bikin segar haus hilang d best recomende,sumatera,8,0,0,0,0
6401,kabaPADANG,macheriepdg ayo puding coklat nya coba bkin hati gak galau klo hbs makan d,sumatera,8,2,2,2,2
6402,kabaPADANG,macheriepdg loh chese cupcake ayo icip,sumatera,8,0,3,3,0
6403,kabaPADANG,macheriepdg ayo kunjung jln dr m hata no anduring padang samping mini market al furqan,sumatera,8,2,8,8,8
6404,kabaPADANG,macheriepdg selamat sore sanak sedia aneka cupcake makan jepang minum unik segar,sumatera,8,2,8,8,0
6405,kabaPADANG,bakar permindo jam malam,sumatera,8,8,0,0,1
6406,kabaPADANG,minangsedunia api rembet toko pasar raya padang bakar ranahberita,sumatera,8,8,8,8,8
6407,kabaPADANG,minangsedunia pasar raya padang bakar api ranahberita,sumatera,8,8,8,8,8
6408,kabaPADANG,tujuh jabat pemko padang raun belanda promosi pariwisata habis rp juta,sumatera,8,8,8,8,8
6409,kabaPADANG,wajah dominasi dprd padang,sumatera,8,8,8,8,8
6410,kabaPADANG,salamaik makan siang dunsanak,sumatera,8,8,8,8,8
6411,kabaPADANG,vindomak libra travel tuju pekanbarupadang parmada panther ac x p gratis x jalan,sumatera,8,4,0,0,8
6412,kabaPADANG,muthiaputri ra kartini waris jiwa nasional mu generasi bangsa,sumatera,8,3,3,3,3
6413,kabaPADANG,semangat juang seminar hasil selamat kartini wanita,sumatera,8,3,3,6,7
6414,kabaPADANG,lucyk selamat kartini srikandi bwindonesia,sumatera,8,3,3,3,4
6415,kabaPADANG,furqanulhamdi selamat pagi mas bro mbak sis selamat kartini kaum hawa,sumatera,8,3,3,3,7
6416,kabaPADANG,jalan harap hindar macet pengerjan jalan,sumatera,8,3,3,3,2
6417,kabaPADANG,selamat laksana un dunsanak moga lancar o,sumatera,8,8,3,8,8
6418,kabaPADANG,nailal hilang yamaha sport warna abu dngn plat no b sk kampus unp,sumatera,8,8,8,8,8
6419,kabaPADANG,rt puputripeni yuk tes profil karir pekerjan cocok gratis sblm april,sumatera,8,3,1,1,1
6420,kabaPADANG,sewa gratis gratis gratis malam mingu d,sumatera,8,4,0,0,1
6421,kabaPADANG,riko rumahkmr tdurkmr mndiperum griya alam semestac parakarakah padangdkt raya cal,sumatera,8,3,3,3,8
6422,kabaPADANG,pilih uni uda padang daftar feb april info dinas padang,sumatera,8,8,8,8,8
6423,kabaPADANG,mahyeldiemzalmi hasil pleno kpud padang mahyeldiemzalmi deje selisih selamat moga amanah,sumatera,8,8,8,8,8
6424,kabaPADANG,yuk seminar nasional ceo kaskus kiat sukses it,sumatera,8,1,1,1,1
6425,kabaPADANG,isl semen padang fc vs sita tangerang mingu jam wib live kvision thekmerspfc,sumatera,8,8,8,8,8
6426,kabaPADANG,titik curang sat kotak suara camat sat oknum main surat suara pilkadapadangi,sumatera,8,4,7,7,8
6427,kabaPADANG,vinamelwanti newspadangtv hasil wib,sumatera,8,3,3,1,7
6428,kabaPADANG,newspadangtv suara update wib desrijames deje mahyeldi suara,sumatera,8,2,3,3,7
6429,kabaPADANG,dunsanak ado ktp padang jan lupo partisipasi pilih pilkada kota padang,sumatera,8,8,8,8,8
6430,kabaPADANG,mahyeldiemzalmi besok mahyeldi coblos tps xi olo,sumatera,8,4,4,4,7
6431,kabaPADANG,mahyeldiemzalmi poling laku media online ungulkan mahyeldiemzalmi raih suara,sumatera,8,3,4,4,8
6432,kabaPADANG,mahyeldiemzalmi ota lapau mahyeldiemzalmi,sumatera,8,0,3,3,8
6433,kabaPADANG,yzopz cari livescore reporter web utk tim spfc fe kmatch minat sms sy hnya utk org seleksi,sumatera,8,8,3,3,1
6434,kabaPADANG,gratisminarkeajaibnrezkipho santosa mretmsjidrayasumbarkhatib,sumatera,8,3,3,3,8
6435,kabaPADANG,bakar daerah anduring dkt mesjid,sumatera,8,8,0,2,8
6436,kabaPADANG,kondisi motor tabrak angkot belimbing,sumatera,8,8,8,8,2
6437,kabaPADANG,min info butuh jasa awat rumah kota padang ga min,sumatera,8,8,8,8,8
6438,kabaPADANG,kopi susu ciek da,sumatera,8,1,1,1,2
6439,kabaPADANG,latih kader hmi komisariat ilmu sosial unp more info yakusa,sumatera,8,8,8,8,8
6440,kabaPADANG,selamat milad moga bawa ubah hijaberscompdg,sumatera,8,3,2,2,7
6441,kabaPADANG,amyr lomba karya tulis mahasiswa coming son amp folow,sumatera,8,3,3,3,7
