,0
2998,8
2999,8
3000,8
3001,8
3002,8
3003,8
3004,8
3005,8
3006,8
3007,5
3008,8
3009,8
3010,8
3011,8
3012,8
3013,8
3014,8
3015,8
3016,8
3017,8
3018,8
3019,8
3020,8
3021,8
3022,8
3023,8
3024,8
3025,8
3026,8
3027,8
3028,8
3029,8
3030,8
3031,8
3032,8
3033,8
3034,8
3035,8
3036,8
3037,8
3038,8
3039,8
3040,8
3041,8
3042,8
3043,8
3044,8
3045,8
3046,8
3047,8
3048,8
3049,8
3050,8
3051,8
3052,8
3053,8
3054,8
3055,8
3056,8
3057,8
3058,8
3059,8
3060,8
3061,8
3062,8
3063,8
3064,8
3065,8
3066,8
3067,8
3068,8
3069,8
3070,8
3071,8
3072,8
3073,8
3074,8
3075,8
3076,8
3077,8
3078,8
3079,8
3080,8
3081,8
3082,8
3083,2
3084,1
3085,3
3086,2
3087,4
3088,2
3089,2
3090,8
3091,1
3092,2
3093,1
3094,1
3095,8
3096,1
3097,2
3098,2
3099,1
3100,2
3101,2
3102,8
3103,0
3104,0
3105,0
3106,0
3107,2
3108,1
3109,8
3110,3
3111,2
3112,1
3113,2
3114,2
3115,2
3116,2
3117,1
3118,1
3119,0
3120,2
3121,0
3122,4
3123,0
3124,2
3125,2
3126,1
3127,2
3128,2
3129,3
3130,0
3131,2
3132,2
3133,1
3134,1
3135,8
3136,2
3137,1
3138,0
3139,1
3140,0
3141,2
3142,1
3143,2
3144,1
3145,2
3146,2
3147,1
3148,0
3149,2
3150,2
3151,2
3152,2
3153,2
3154,2
3155,0
3156,1
3157,2
3158,1
3159,1
3160,1
3161,1
3162,0
3163,1
3164,2
3165,0
3166,2
3167,3
3168,1
3169,1
3170,6
3171,1
3172,1
3173,2
3174,1
3175,1
3176,1
3177,2
3178,1
3179,8
3180,1
3181,1
3182,2
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,2
3196,0
3197,8
3198,2
3199,0
3200,8
3201,2
3202,0
3203,8
3204,0
3205,0
3206,8
3207,8
3208,8
3209,8
3210,8
3211,2
3212,8
3213,1
3214,8
3215,0
3216,0
3217,0
3218,8
3219,0
3220,0
3221,8
3222,2
3223,8
3224,3
3225,8
3226,2
3227,8
3228,8
3229,8
3230,6
3231,8
3232,8
3233,8
3234,8
3235,3
3236,8
3237,8
3238,8
3239,8
3240,8
3241,8
3242,8
3243,8
3244,8
3245,8
3246,0
3247,1
3248,8
3249,8
3250,8
3251,8
3252,8
3253,8
3254,8
3255,8
3256,8
3257,8
3258,8
3259,0
3260,6
3261,1
3262,0
3263,8
3264,8
3265,8
3266,8
3267,3
3268,0
3269,2
3270,4
3271,1
3272,4
3273,2
3274,1
3275,8
3276,1
3277,1
3278,8
3279,1
3280,1
3281,1
3282,1
3283,1
3284,6
3285,1
3286,2
3287,2
3288,1
3289,1
3290,1
3291,1
3292,8
3293,1
3294,2
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,2
3302,1
3303,2
3304,2
3305,1
3306,2
3307,8
3308,1
3309,8
3310,1
3311,8
3312,2
3313,0
3314,2
3315,2
3316,2
3317,1
3318,1
3319,1
3320,2
3321,2
3322,1
3323,1
3324,2
3325,1
3326,4
3327,1
3328,2
3329,2
3330,2
3331,2
3332,2
3333,1
3334,2
3335,0
3336,1
3337,1
3338,1
3339,3
3340,2
3341,1
3342,1
3343,8
3344,2
3345,1
3346,8
3347,2
3348,2
3349,1
3350,2
3351,2
3352,8
3353,1
3354,0
3355,2
3356,1
3357,7
3358,8
3359,2
3360,2
3361,1
3362,2
3363,3
3364,1
3365,1
3366,1
3367,1
3368,8
3369,2
3370,8
3371,8
3372,8
3373,8
3374,8
3375,8
3376,8
3377,2
3378,8
3379,1
3380,8
3381,8
3382,8
3383,8
3384,8
3385,8
3386,8
3387,1
3388,2
3389,8
3390,8
3391,1
3392,8
3393,8
3394,8
3395,8
3396,8
3397,8
3398,8
3399,8
3400,8
3401,8
3402,8
3403,8
3404,1
3405,8
3406,8
3407,2
3408,8
3409,8
3410,8
3411,8
3412,8
3413,8
3414,8
3415,8
3416,8
3417,8
3418,8
3419,8
3420,8
3421,8
3422,8
3423,8
3424,8
3425,0
3426,8
3427,2
3428,8
3429,8
3430,8
3431,8
3432,8
3433,5
3434,5
3435,1
3436,4
3437,1
3438,8
3439,8
3440,5
3441,8
3442,8
3443,5
3444,8
3445,2
3446,8
3447,8
3448,5
3449,8
3450,8
3451,2
3452,5
3453,5
3454,5
3455,8
3456,8
3457,1
3458,5
3459,8
3460,8
3461,8
3462,8
3463,1
3464,8
3465,1
3466,2
3467,8
3468,1
3469,8
3470,8
3471,0
3472,1
3473,1
3474,2
3475,1
3476,1
3477,2
3478,3
3479,8
3480,1
3481,8
3482,6
3483,6
3484,1
3485,6
3486,1
3487,6
3488,1
3489,6
3490,8
3491,2
3492,1
3493,6
3494,6
3495,1
3496,6
3497,8
3498,1
3499,6
3500,6
3501,6
3502,1
3503,1
3504,6
3505,6
3506,6
3507,6
3508,6
3509,2
3510,0
3511,0
3512,6
3513,6
3514,2
3515,1
3516,0
3517,2
3518,6
3519,2
3520,6
3521,1
3522,2
3523,2
3524,6
3525,8
3526,1
3527,0
3528,2
3529,5
3530,0
3531,2
3532,2
3533,2
3534,6
3535,5
3536,6
3537,8
3538,6
3539,0
3540,3
3541,3
3542,2
3543,8
3544,6
3545,1
3546,7
3547,6
3548,1
3549,0
3550,6
3551,0
3552,1
3553,2
3554,6
3555,8
3556,8
3557,1
3558,6
3559,1
3560,0
3561,3
3562,5
3563,2
3564,0
3565,8
3566,8
3567,1
3568,2
3569,2
3570,2
3571,0
3572,2
3573,1
3574,2
3575,2
3576,1
3577,3
3578,1
3579,3
3580,2
3581,1
3582,1
3583,1
3584,4
3585,2
3586,1
3587,2
3588,1
3589,1
3590,3
3591,1
3592,1
3593,1
3594,1
3595,2
3596,1
3597,2
3598,2
3599,2
3600,2
3601,1
3602,2
3603,1
3604,2
3605,4
3606,2
3607,2
3608,2
3609,8
3610,2
3611,2
3612,1
3613,1
3614,1
3615,8
3616,1
3617,2
3618,1
3619,2
3620,1
3621,2
3622,2
3623,0
3624,1
3625,1
3626,1
3627,2
3628,2
3629,1
3630,2
3631,2
3632,8
3633,1
3634,1
3635,1
3636,2
3637,1
3638,8
3639,1
3640,2
3641,1
3642,8
3643,3
3644,1
3645,2
3646,0
3647,0
3648,2
3649,1
3650,1
3651,2
3652,2
3653,2
3654,3
3655,2
3656,1
3657,1
3658,1
3659,2
3660,1
3661,1
3662,4
3663,2
3664,0
3665,1
3666,1
3667,1
3668,1
3669,5
3670,5
3671,8
3672,8
3673,8
3674,8
3675,8
3676,8
3677,8
3678,8
3679,8
3680,8
3681,8
3682,8
3683,8
3684,8
3685,7
3686,8
3687,8
3688,8
3689,7
3690,8
3691,8
3692,5
3693,8
3694,8
3695,8
3696,7
3697,7
3698,1
3699,8
3700,2
3701,8
3702,7
3703,8
3704,4
3705,8
3706,3
3707,7
3708,3
3709,7
3710,7
3711,8
3712,8
3713,8
3714,1
3715,8
3716,8
3717,8
3718,8
3719,8
3720,8
3721,8
3722,8
3723,1
3724,8
3725,8
3726,8
3727,8
3728,1
3729,8
3730,8
3731,1
3732,1
3733,3
3734,1
3735,2
3736,1
3737,8
3738,8
3739,8
3740,8
3741,8
3742,8
3743,8
3744,8
3745,8
3746,2
3747,2
3748,2
3749,2
3750,2
3751,2
3752,0
3753,2
3754,2
3755,2
3756,2
3757,2
3758,2
3759,2
3760,2
3761,2
3762,1
3763,2
3764,7
3765,7
3766,7
3767,1
3768,2
3769,2
3770,2
3771,3
3772,3
3773,1
3774,2
3775,2
3776,7
3777,2
3778,2
3779,2
3780,2
3781,2
3782,2
3783,2
3784,2
3785,2
3786,2
3787,2
3788,0
3789,6
3790,2
3791,2
3792,2
3793,2
3794,2
3795,2
3796,2
3797,2
3798,2
3799,2
3800,2
3801,7
3802,7
3803,1
3804,7
3805,6
3806,6
3807,6
3808,2
3809,7
3810,7
3811,2
3812,3
3813,1
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,6
3822,2
3823,8
3824,7
3825,1
3826,3
3827,1
3828,1
3829,7
3830,3
3831,1
3832,2
3833,2
3834,2
3835,0
3836,1
3837,1
3838,1
3839,1
3840,2
3841,3
3842,1
3843,2
3844,2
3845,1
3846,1
3847,1
3848,8
3849,2
3850,1
3851,4
3852,1
3853,3
3854,1
3855,2
3856,3
3857,2
3858,4
3859,8
3860,2
3861,4
3862,2
3863,1
3864,4
3865,2
3866,8
3867,8
3868,3
3869,2
3870,1
3871,2
3872,2
3873,1
3874,2
3875,3
3876,2
3877,2
3878,1
3879,1
3880,1
3881,3
3882,2
3883,2
3884,2
3885,2
3886,8
3887,2
3888,2
3889,2
3890,1
3891,2
3892,2
3893,1
3894,1
3895,1
3896,2
3897,3
3898,1
3899,1
3900,5
3901,0
3902,2
3903,1
3904,2
3905,1
3906,1
3907,2
3908,1
3909,2
3910,2
3911,3
3912,1
3913,2
3914,3
3915,2
3916,1
3917,2
3918,2
3919,2
3920,1
3921,2
3922,2
3923,8
3924,1
3925,1
3926,1
3927,4
3928,1
3929,1
3930,1
3931,1
3932,1
3933,8
3934,4
3935,3
3936,3
3937,2
3938,1
3939,1
3940,1
3941,1
3942,8
3943,2
3944,1
3945,2
3946,8
3947,4
3948,7
3949,2
3950,1
3951,8
3952,1
3953,1
3954,1
3955,0
3956,1
3957,3
3958,4
3959,2
3960,5
3961,4
3962,1
3963,2
3964,0
3965,1
3966,3
3967,2
3968,1
3969,1
3970,3
3971,5
3972,7
3973,1
3974,1
3975,7
3976,7
3977,7
3978,7
3979,7
3980,7
3981,7
3982,7
3983,7
3984,7
3985,7
3986,7
3987,7
3988,7
3989,7
3990,7
3991,7
3992,7
3993,7
3994,1
3995,7
3996,7
3997,7
3998,7
3999,7
4000,7
4001,7
4002,7
4003,7
4004,7
4005,7
4006,7
4007,7
4008,7
4009,7
4010,7
4011,7
4012,7
4013,7
4014,7
4015,7
4016,7
4017,7
4018,7
4019,7
4020,7
4021,7
4022,7
4023,7
4024,7
4025,7
4026,7
4027,7
4028,1
4029,7
4030,7
4031,7
4032,7
4033,7
4034,7
4035,8
4036,7
4037,7
4038,7
4039,7
4040,7
4041,7
4042,7
4043,7
4044,7
4045,7
4046,7
4047,7
4048,7
4049,7
4050,7
4051,7
4052,7
4053,7
4054,7
4055,7
4056,7
4057,7
4058,7
4059,7
4060,7
4061,7
4062,7
4063,7
4064,7
4065,7
4066,7
4067,7
4068,7
4069,7
4070,2
4071,8
4072,3
4073,1
4074,1
4075,8
4076,2
4077,3
4078,2
4079,3
4080,0
4081,1
4082,2
4083,1
4084,8
4085,8
4086,8
4087,1
4088,3
4089,2
4090,2
4091,3
4092,8
4093,2
4094,2
4095,1
4096,2
4097,1
4098,2
4099,5
4100,2
4101,2
4102,3
4103,4
4104,1
4105,2
4106,1
4107,2
4108,1
4109,1
4110,2
4111,2
4112,3
4113,2
4114,1
4115,2
4116,2
4117,4
4118,1
4119,3
4120,4
4121,2
4122,1
4123,1
4124,3
4125,2
4126,1
4127,3
4128,1
4129,1
4130,1
4131,1
4132,2
4133,1
4134,1
4135,2
4136,8
4137,1
4138,2
4139,2
4140,2
4141,1
4142,1
4143,1
4144,1
4145,2
4146,2
4147,1
4148,0
4149,0
4150,4
4151,0
4152,2
4153,4
4154,2
4155,1
4156,2
4157,6
4158,1
4159,1
4160,2
4161,2
4162,8
4163,2
4164,2
4165,2
4166,3
4167,8
4168,8
4169,2
4170,2
4171,8
4172,2
4173,1
4174,4
4175,2
4176,2
4177,2
4178,2
4179,2
4180,2
4181,4
4182,2
4183,2
4184,2
4185,3
4186,1
4187,1
4188,2
4189,2
4190,2
4191,2
4192,2
4193,2
4194,1
4195,8
4196,4
4197,3
4198,3
4199,1
4200,4
4201,3
4202,2
4203,4
4204,1
4205,1
4206,1
4207,2
4208,3
4209,3
4210,1
4211,4
4212,4
4213,2
4214,2
4215,2
4216,2
4217,1
4218,3
4219,3
4220,3
4221,3
4222,8
4223,8
4224,8
4225,2
4226,2
4227,2
4228,8
4229,6
4230,0
4231,1
4232,6
4233,2
4234,6
4235,2
4236,3
4237,6
4238,6
4239,6
4240,6
4241,6
4242,6
4243,1
4244,6
4245,6
4246,6
4247,6
4248,8
4249,2
4250,5
4251,6
4252,6
4253,6
4254,8
4255,6
4256,8
4257,6
4258,6
4259,2
4260,6
4261,1
4262,0
4263,1
4264,6
4265,7
4266,6
4267,6
4268,8
4269,6
4270,2
4271,6
4272,1
4273,6
4274,0
4275,2
4276,6
4277,1
4278,1
4279,8
4280,7
4281,1
4282,6
4283,2
4284,2
4285,1
4286,3
4287,3
4288,2
4289,6
4290,6
4291,6
4292,1
4293,1
4294,6
4295,1
4296,1
4297,3
4298,6
4299,8
4300,6
4301,0
4302,6
4303,1
4304,8
4305,6
4306,1
4307,3
4308,1
4309,7
4310,7
4311,1
4312,8
4313,1
4314,7
4315,8
4316,1
4317,7
4318,1
4319,1
4320,7
4321,3
4322,0
4323,5
4324,0
4325,3
4326,0
4327,8
4328,0
4329,0
4330,0
4331,0
4332,8
4333,0
4334,0
4335,3
4336,0
4337,3
4338,0
4339,6
4340,1
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,4
4349,0
4350,0
4351,7
4352,2
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,2
4364,8
4365,5
4366,0
4367,3
4368,0
4369,0
4370,3
4371,2
4372,8
4373,0
4374,0
4375,8
4376,0
4377,0
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,8
4387,0
4388,0
4389,8
4390,5
4391,5
4392,5
4393,7
4394,5
4395,8
4396,0
4397,0
4398,0
4399,0
4400,0
4401,1
4402,7
4403,0
4404,0
4405,1
4406,0
4407,0
4408,0
4409,8
4410,0
4411,0
4412,0
4413,0
4414,0
4415,7
4416,0
4417,8
4418,5
4419,1
4420,5
4421,0
4422,3
4423,3
4424,3
4425,3
4426,1
4427,8
4428,8
4429,3
4430,4
4431,8
4432,2
4433,0
4434,3
4435,0
4436,2
4437,1
4438,3
4439,5
4440,4
4441,3
4442,3
4443,4
4444,1
4445,1
4446,3
4447,2
4448,4
4449,2
4450,3
4451,1
4452,8
4453,3
4454,8
4455,3
4456,2
4457,3
4458,1
4459,1
4460,3
4461,8
4462,2
4463,1
4464,1
4465,8
4466,2
4467,2
4468,1
4469,1
4470,3
4471,1
4472,1
4473,1
4474,2
4475,2
4476,1
4477,8
4478,3
4479,6
4480,8
4481,4
4482,0
4483,0
4484,1
4485,2
4486,8
4487,3
4488,1
4489,8
4490,2
4491,8
4492,8
4493,2
4494,2
4495,8
4496,1
4497,4
4498,1
4499,8
4500,2
4501,2
4502,8
4503,1
4504,8
4505,0
4506,3
4507,3
4508,8
4509,1
4510,2
4511,0
4512,1
4513,1
4514,4
4515,8
4516,8
4517,4
4518,2
4519,4
4520,8
4521,1
4522,8
4523,0
4524,2
4525,8
4526,1
4527,3
4528,2
4529,4
4530,0
4531,8
4532,3
4533,8
4534,4
4535,7
4536,1
4537,0
4538,2
4539,1
4540,0
4541,1
4542,3
4543,3
4544,8
4545,8
4546,6
4547,8
4548,2
4549,8
4550,7
4551,8
4552,2
4553,1
4554,2
4555,2
4556,8
4557,3
4558,1
4559,2
4560,6
4561,4
4562,8
4563,3
4564,0
4565,8
4566,2
4567,8
4568,1
4569,1
4570,3
4571,2
4572,1
4573,1
4574,8
4575,6
4576,1
4577,0
4578,8
4579,1
4580,2
4581,1
4582,4
4583,8
4584,1
4585,1
4586,0
4587,4
4588,3
4589,1
4590,1
4591,5
4592,3
4593,1
4594,6
4595,5
4596,8
4597,1
4598,2
4599,1
4600,1
4601,1
4602,6
4603,1
4604,2
4605,2
4606,2
4607,6
4608,1
4609,3
4610,6
4611,3
4612,1
4613,1
4614,0
4615,1
4616,6
4617,7
4618,7
4619,1
4620,2
4621,0
4622,0
4623,3
4624,3
4625,4
4626,4
4627,2
4628,3
4629,4
4630,4
4631,4
4632,0
4633,0
4634,4
4635,8
4636,0
4637,8
4638,2
4639,4
4640,8
4641,3
4642,3
4643,8
4644,0
4645,0
4646,8
4647,0
4648,1
4649,3
4650,8
4651,4
4652,4
4653,4
4654,4
4655,3
4656,8
4657,3
4658,4
4659,8
4660,3
4661,4
4662,4
4663,5
4664,4
4665,8
4666,8
4667,3
4668,3
4669,8
4670,8
4671,3
4672,4
4673,8
4674,4
4675,4
4676,3
4677,3
4678,3
4679,8
4680,3
4681,4
4682,3
4683,8
4684,4
4685,4
4686,3
4687,4
4688,4
4689,5
4690,5
4691,4
4692,4
4693,2
4694,4
4695,3
4696,2
4697,4
4698,2
4699,3
4700,8
4701,8
4702,4
4703,4
4704,2
4705,4
4706,3
4707,4
4708,8
4709,4
4710,4
4711,1
4712,4
4713,2
4714,2
4715,5
4716,3
4717,2
4718,4
4719,8
4720,4
4721,4
4722,1
4723,2
4724,2
4725,1
4726,1
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,2
4738,1
4739,1
4740,1
4741,2
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,2
4750,2
4751,1
4752,2
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,2
4761,1
4762,1
4763,1
4764,1
4765,3
4766,1
4767,1
4768,2
4769,1
4770,2
4771,1
4772,2
4773,1
4774,2
4775,1
4776,3
4777,1
4778,1
4779,1
4780,1
4781,1
4782,3
4783,1
4784,1
4785,1
4786,1
4787,6
4788,2
4789,8
4790,3
4791,1
4792,1
4793,1
4794,1
4795,1
4796,1
4797,8
4798,8
4799,1
4800,2
4801,1
4802,1
4803,1
4804,2
4805,1
4806,1
4807,1
4808,1
4809,2
4810,1
4811,1
4812,2
4813,1
4814,1
4815,1
4816,8
4817,1
4818,2
4819,1
4820,2
4821,1
4822,8
4823,2
4824,1
4825,2
4826,0
4827,2
4828,2
4829,2
4830,2
4831,1
4832,1
4833,1
4834,8
4835,2
4836,2
4837,1
4838,1
4839,2
4840,2
4841,2
4842,2
4843,4
4844,2
4845,1
4846,2
4847,2
4848,1
4849,8
4850,2
4851,1
4852,3
4853,1
4854,2
4855,2
4856,1
4857,4
4858,1
4859,3
4860,1
4861,8
4862,1
4863,1
4864,2
4865,2
4866,1
4867,2
4868,2
4869,2
4870,2
4871,1
4872,1
4873,2
4874,2
4875,2
4876,5
4877,1
4878,1
4879,2
4880,1
4881,3
4882,2
4883,2
4884,3
4885,1
4886,2
4887,2
4888,1
4889,2
4890,1
4891,1
4892,1
4893,1
4894,2
4895,3
4896,3
4897,1
4898,2
4899,1
4900,1
4901,2
4902,2
4903,1
4904,1
4905,1
4906,3
4907,1
4908,1
4909,1
4910,8
4911,0
4912,1
4913,5
4914,2
4915,2
4916,1
4917,1
4918,8
4919,1
4920,1
4921,2
4922,1
4923,8
4924,1
4925,8
4926,7
4927,1
4928,1
4929,2
4930,7
4931,8
4932,8
4933,5
4934,1
4935,5
4936,8
4937,2
4938,0
4939,8
4940,7
4941,4
4942,1
4943,1
4944,8
4945,1
4946,8
4947,4
4948,1
4949,1
4950,8
4951,5
4952,4
4953,5
4954,8
4955,8
4956,2
4957,1
4958,2
4959,1
4960,2
4961,4
4962,1
4963,6
4964,8
4965,8
4966,4
4967,0
4968,3
4969,8
4970,8
4971,2
4972,6
4973,8
4974,0
4975,8
4976,3
4977,5
4978,1
4979,2
4980,1
4981,7
4982,7
4983,5
4984,7
4985,2
4986,2
4987,8
4988,1
4989,1
4990,8
4991,8
4992,8
4993,4
4994,8
4995,8
4996,5
4997,2
4998,7
4999,3
5000,2
5001,5
5002,5
5003,2
5004,8
5005,8
5006,2
5007,7
5008,8
5009,2
5010,2
5011,8
5012,2
5013,2
5014,2
5015,1
5016,7
5017,4
5018,5
5019,7
5020,8
5021,5
5022,4
5023,1
5024,3
5025,2
5026,4
5027,3
5028,4
5029,3
5030,4
5031,4
5032,4
5033,4
5034,4
5035,4
5036,2
5037,3
5038,4
5039,5
5040,4
5041,4
5042,4
5043,3
5044,4
5045,4
5046,1
5047,4
5048,1
5049,4
5050,4
5051,2
5052,8
5053,1
5054,1
5055,4
5056,4
5057,4
5058,4
5059,4
5060,4
5061,1
5062,8
5063,4
5064,4
5065,4
5066,2
5067,4
5068,1
5069,2
5070,1
5071,4
5072,1
5073,2
5074,4
5075,4
5076,1
5077,4
5078,4
5079,1
5080,4
5081,4
5082,4
5083,4
5084,1
5085,4
5086,1
5087,2
5088,4
5089,4
5090,4
5091,4
5092,3
5093,2
5094,2
5095,2
5096,4
5097,4
5098,2
5099,1
5100,5
5101,4
5102,4
5103,4
5104,8
5105,4
5106,4
5107,4
5108,4
5109,1
5110,1
5111,1
5112,4
5113,4
5114,4
5115,4
5116,4
5117,4
5118,4
5119,4
5120,4
5121,4
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,1
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,4
5140,0
5141,4
5142,2
5143,0
5144,0
5145,0
5146,1
5147,1
5148,0
5149,1
5150,0
5151,0
5152,0
5153,0
5154,0
5155,1
5156,1
5157,0
5158,0
5159,1
5160,1
5161,1
5162,4
5163,0
5164,1
5165,0
5166,0
5167,0
5168,0
5169,1
5170,0
5171,0
5172,1
5173,0
5174,0
5175,1
5176,1
5177,5
5178,1
5179,0
5180,0
5181,0
5182,4
5183,0
5184,1
5185,0
5186,8
5187,0
5188,1
5189,1
5190,1
5191,0
5192,1
5193,1
5194,0
5195,1
5196,0
5197,1
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,1
5206,0
5207,0
5208,0
5209,1
5210,1
5211,0
5212,1
5213,8
5214,0
5215,0
5216,1
5217,0
5218,0
5219,1
5220,1
5221,0
5222,0
5223,1
5224,1
5225,1
5226,1
5227,1
5228,2
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,0
5244,2
5245,1
5246,1
5247,0
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,2
5257,1
5258,1
5259,2
5260,0
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,0
5270,2
5271,1
5272,2
5273,1
5274,1
5275,1
5276,1
5277,0
5278,2
5279,2
5280,2
5281,1
5282,1
5283,1
5284,1
5285,8
5286,1
5287,1
5288,1
5289,1
5290,0
5291,1
5292,1
5293,1
5294,0
5295,0
5296,1
5297,3
5298,1
5299,0
5300,1
5301,0
5302,1
5303,0
5304,0
5305,1
5306,1
5307,0
5308,0
5309,0
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,0
5318,1
5319,1
5320,1
5321,1
5322,3
5323,0
5324,2
5325,3
5326,1
5327,2
5328,2
5329,2
5330,2
5331,8
5332,1
5333,1
5334,2
5335,2
5336,8
5337,2
5338,2
5339,4
5340,8
5341,2
5342,2
5343,1
5344,2
5345,2
5346,2
5347,2
5348,1
5349,4
5350,4
5351,1
5352,2
5353,8
5354,2
5355,8
5356,2
5357,8
5358,2
5359,1
5360,2
5361,8
5362,1
5363,8
5364,1
5365,1
5366,2
5367,0
5368,2
5369,2
5370,2
5371,2
5372,1
5373,2
5374,1
5375,1
5376,8
5377,1
5378,2
5379,2
5380,2
5381,4
5382,1
5383,2
5384,1
5385,1
5386,2
5387,4
5388,3
5389,2
5390,2
5391,1
5392,2
5393,2
5394,2
5395,2
5396,1
5397,4
5398,5
5399,1
5400,0
5401,1
5402,1
5403,1
5404,1
5405,2
5406,2
5407,8
5408,2
5409,2
5410,2
5411,1
5412,5
5413,2
5414,2
5415,3
5416,2
5417,3
5418,1
5419,1
5420,1
5421,4
5422,8
5423,1
5424,0
5425,0
5426,8
5427,3
5428,8
5429,4
5430,0
5431,0
5432,0
5433,8
5434,6
5435,2
5436,2
5437,1
5438,8
5439,3
5440,6
5441,2
5442,2
5443,8
5444,8
5445,3
5446,1
5447,2
5448,2
5449,7
5450,3
5451,2
5452,8
5453,2
5454,8
5455,1
5456,4
5457,4
5458,4
5459,7
5460,4
5461,6
5462,4
5463,8
5464,7
5465,4
5466,7
5467,7
5468,4
5469,6
5470,7
5471,8
5472,7
5473,4
5474,7
5475,4
5476,4
5477,4
5478,0
5479,4
5480,7
5481,4
5482,4
5483,4
5484,7
5485,7
5486,4
5487,4
5488,7
5489,7
5490,4
5491,7
5492,2
5493,4
5494,4
5495,4
5496,1
5497,7
5498,7
5499,4
5500,1
5501,8
5502,4
5503,4
5504,7
5505,7
5506,7
5507,7
5508,7
5509,4
5510,7
5511,3
5512,1
5513,1
5514,4
5515,4
5516,4
5517,7
5518,4
5519,7
5520,4
5521,8
5522,4
5523,4
5524,4
5525,4
5526,7
5527,4
5528,4
5529,7
5530,4
5531,6
5532,4
5533,7
5534,7
5535,4
5536,4
5537,4
5538,4
5539,7
5540,4
5541,4
5542,7
5543,4
5544,1
5545,3
5546,4
5547,4
5548,6
5549,7
5550,7
5551,4
5552,4
5553,4
5554,1
5555,4
5556,3
5557,1
5558,2
5559,8
5560,4
5561,6
5562,1
5563,1
5564,1
5565,2
5566,1
5567,8
5568,2
5569,0
5570,8
5571,2
5572,1
5573,1
5574,4
5575,1
5576,2
5577,2
5578,1
5579,1
5580,1
5581,1
5582,2
5583,2
5584,0
5585,8
5586,1
5587,3
5588,2
5589,1
5590,2
5591,2
5592,2
5593,0
5594,1
5595,3
5596,2
5597,8
5598,8
5599,8
5600,2
5601,0
5602,1
5603,1
5604,1
5605,3
5606,5
5607,8
5608,0
5609,2
5610,8
5611,3
5612,0
5613,4
5614,0
5615,3
5616,1
5617,8
5618,3
5619,2
5620,8
5621,3
5622,2
5623,5
5624,1
5625,2
5626,1
5627,3
5628,1
5629,3
5630,3
5631,3
5632,3
5633,0
5634,1
5635,4
5636,3
5637,3
5638,1
5639,1
5640,2
5641,1
5642,5
5643,1
5644,8
5645,1
5646,0
5647,2
5648,7
5649,0
5650,4
5651,0
5652,1
5653,2
5654,0
5655,1
5656,5
5657,3
5658,2
5659,1
5660,1
5661,3
5662,2
5663,2
5664,2
5665,4
5666,1
5667,2
5668,1
5669,1
5670,2
5671,8
5672,1
5673,8
5674,6
5675,8
5676,2
5677,2
5678,1
5679,1
5680,0
5681,1
5682,1
5683,0
5684,6
5685,1
5686,1
5687,1
5688,3
5689,1
5690,4
5691,0
5692,4
5693,2
5694,1
5695,2
5696,2
5697,1
5698,4
5699,1
5700,2
5701,2
5702,1
5703,3
5704,1
5705,3
5706,4
5707,2
5708,4
5709,4
5710,1
5711,4
5712,8
5713,2
5714,4
5715,2
5716,1
5717,1
5718,4
5719,2
5720,1
5721,8
5722,1
5723,1
5724,1
5725,8
5726,3
5727,1
5728,4
5729,2
5730,2
5731,0
5732,0
5733,1
5734,1
5735,4
5736,2
5737,2
5738,1
5739,8
5740,2
5741,1
5742,1
5743,1
5744,8
5745,1
5746,1
5747,3
5748,3
5749,4
5750,1
5751,2
5752,5
5753,3
5754,1
5755,3
5756,4
5757,3
5758,3
5759,3
5760,3
5761,3
5762,3
5763,3
5764,3
5765,0
5766,4
5767,3
5768,3
5769,3
5770,4
5771,4
5772,4
5773,4
5774,3
5775,4
5776,4
5777,1
5778,3
5779,3
5780,3
5781,3
5782,3
5783,3
5784,4
5785,3
5786,4
5787,3
5788,3
5789,4
5790,3
5791,3
5792,3
5793,3
5794,3
5795,3
5796,3
