username,isaPerson,userLocation,screen_name,Lvalue
@GamelanKonslet,nonperson,jawa tengah dan yogyakarta,GamelanKonslet,3
@Bisnis_Kreatif,nonperson,jawa timur,Bisnis_Kreatif,4
@KPIDJateng,nonperson,jawa tengah dan yogyakarta,KPIDJateng,3
@BisnisId_Malang,nonperson,jawa timur,BisnisId_Malang,4
@MalukuTeras,nonperson,maluku dan papua,MalukuTeras,6
@paudikmasultra,nonperson,sulawesi,paudikmasultra,7
@UGMYogyakarta,nonperson,jawa tengah dan yogyakarta,UGMYogyakarta,3
@KPLISemarang,nonperson,jawa tengah dan yogyakarta,KPLISemarang,3
@kanwilbpnsultra,nonperson,sulawesi,kanwilbpnsultra,7
@alwaysCiGi,nonperson,kalimantan,alwaysCiGi,5
@abulampanah,person,sumatera,abulampanah,8
@irwanprayitno,person,sumatera,irwanprayitno,8
@juneeykaa,person,jawa timur,juneeykaa,4
@SmashSULTRA,nonperson,sulawesi,SmashSULTRA,7
@irwancihuy,person,jabodetabek,irwancihuy,1
@BasriDamis,person,maluku dan papua,BasriDamis,6
@_raynwijaya26,person,jabodetabek,_raynwijaya26,1
@erwinramdani93,person,jawa barat dan banten,erwinramdani93,2
@mtf_jatim,nonperson,jawa timur,mtf_jatim,4
@fransiscusario,person,jawa timur,fransiscusario,4
@KM_ITB,nonperson,jawa barat dan banten,KM_ITB,2
@antonybudianto,person,jabodetabek,antonybudianto,1
@carisahmad,person,jawa timur,carisahmad,4
@nicsap,person,jabodetabek,nicsap,1
@andre_rosiade,person,sumatera,andre_rosiade,8
@giriprasta_bdg1,person,bali dan nusa tenggara,giriprasta_bdg1,0
@isbibandung,nonperson,jawa barat dan banten,isbibandung,2
@rs_persahabatan,nonperson,jabodetabek,rs_persahabatan,1
@AremaJayapura,nonperson,maluku dan papua,AremaJayapura,6
@medantalk,nonperson,sumatera,medantalk,8
@BerandaJogja,nonperson,jawa tengah dan yogyakarta,BerandaJogja,3
@TifosiFutsalJGJ,nonperson,jawa tengah dan yogyakarta,TifosiFutsalJGJ,3
@PSGC_Ciamis,nonperson,jawa barat dan banten,PSGC_Ciamis,2
@itzfixy,person,sulawesi,itzfixy,7
@dododid_,person,maluku dan papua,dododid_,6
@a_mantek,person,maluku dan papua,a_mantek,6
@ndari_wae,person,jawa tengah dan yogyakarta,ndari_wae,3
@FakfakMengajar,nonperson,maluku dan papua,FakfakMengajar,6
@MMJJ21,nonperson,jabodetabek,MMJJ21,1
@BorneoSMR,nonperson,kalimantan,BorneoSMR,5
@Basran_Basir,person,sulawesi,Basran_Basir,7
@BeritaKaltim,nonperson,kalimantan,BeritaKaltim,5
@Tribun_Manado,nonperson,sulawesi,Tribun_Manado,7
@AbdulKharisA,person,jawa tengah dan yogyakarta,AbdulKharisA,3
@kabaPADANG,nonperson,sumatera,kabaPADANG,8
@AgM_apriliyanti,person,sulawesi,AgM_apriliyanti,7
@pidibaiq,person,jawa barat dan banten,pidibaiq,2
@positiflucu,person,bali dan nusa tenggara,positiflucu,0
@A_Luthfi14,person,sumatera,A_Luthfi14,8
@armandmaulana,person,jawa barat dan banten,armandmaulana,2
@mitaaoey,person,sulawesi,mitaaoey,7
@KanwilBPNGTLO,nonperson,sulawesi,KanwilBPNGTLO,7
@BBTA3_BPPT,nonperson,jawa barat dan banten,BBTA3_BPPT,2
@RDL_Bali,nonperson,bali dan nusa tenggara,RDL_Bali,0
@StandUpGarut,nonperson,jawa barat dan banten,StandUpGarut,2
@_leharoy,person,maluku dan papua,_leharoy,6
@KantorBahasaLpg,nonperson,sumatera,KantorBahasaLpg,8
@jsatyawira,person,bali dan nusa tenggara,jsatyawira,0
@AFikardaa,person,sumatera,AFikardaa,8
@PersatuFC,nonperson,jawa timur,PersatuFC,4
@achmad_shafiq,person,sumatera,achmad_shafiq,8
@kconkjayapura,nonperson,maluku dan papua,kconkjayapura,6
@infoSumbar,nonperson,sumatera,infoSumbar,8
@BCLiciousKlmtan,nonperson,kalimantan,BCLiciousKlmtan,5
@nugraha23__,person,sumatera,nugraha23__,8
@Agus_787,person,jawa timur,Agus_787,4
@DJFMSURABAYA,nonperson,jawa timur,DJFMSURABAYA,4
@boedybios,person,jawa barat dan banten,boedybios,2
@lepassripo,nonperson,sumatera,lepassripo,8
@poltekbangsby,nonperson,jawa timur,poltekbangsby,4
@tvrijateng,nonperson,jawa tengah dan yogyakarta,tvrijateng,3
@jawatimurpark,nonperson,jawa timur,jawatimurpark,4
@akucantikkkID,person,bali dan nusa tenggara,akucantikkkID,0
@peransampingan,person,jawa tengah dan yogyakarta,peransampingan,3
@infoSUMSEL,nonperson,sumatera,infoSUMSEL,8
@ambonbisnis,nonperson,maluku dan papua,ambonbisnis,6
@belloarda,person,bali dan nusa tenggara,belloarda,0
@GresikUtd,nonperson,jawa timur,GresikUtd,4
@Chalil_az,person,sumatera,Chalil_az,8
@persebayaupdate,nonperson,jawa timur,persebayaupdate,4
@BALINALE,nonperson,bali dan nusa tenggara,BALINALE,0
@gembongITB,person,jawa barat dan banten,gembongITB,2
@EastJavaTourism,nonperson,jawa timur,EastJavaTourism,4
@_BondanPrakoso_,person,jabodetabek,_BondanPrakoso_,1
@adeladell,person,sumatera,adeladell,8
@MalukuSatuMedia,nonperson,maluku dan papua,MalukuSatuMedia,6
@DepokTownSquare,nonperson,jabodetabek,DepokTownSquare,1
@fadlizon,person,jabodetabek,fadlizon,1
@PapuaTourism,nonperson,maluku dan papua,PapuaTourism,6
@its_campus,nonperson,jawa timur,its_campus,4
@MiraeAssetID,nonperson,jabodetabek,MiraeAssetID,1
@haryazid,person,sumatera,haryazid,8
@nonosampono,person,maluku dan papua,nonosampono,6
@AndiRachman1960,person,sumatera,AndiRachman1960,8
@krisnawan45,person,bali dan nusa tenggara,krisnawan45,0
@pojokpendidikan,nonperson,jawa barat dan banten,pojokpendidikan,2
@TeaterMelati,nonperson,kalimantan,TeaterMelati,5
@vjbeben,person,kalimantan,vjbeben,5
@satryadede,person,bali dan nusa tenggara,satryadede,0
@fakfakberkebun,nonperson,maluku dan papua,fakfakberkebun,6
@fpub_official,nonperson,jawa timur,fpub_official,4
@jaan_indonesia,nonperson,jabodetabek,jaan_indonesia,1
@DJPb_Kaltim,nonperson,kalimantan,DJPb_Kaltim,5
@nurilFS_,person,jawa timur,nurilFS_,4
@novianto_eko,person,jawa tengah dan yogyakarta,novianto_eko,3
@anitaamerliaa,person,jawa timur,anitaamerliaa,4
@w_kobogau,person,maluku dan papua,w_kobogau,6
@aira_yuliana,person,sulawesi,aira_yuliana,7
@bpbd_pmk,nonperson,jawa timur,bpbd_pmk,4
@dimi_adhen,person,maluku dan papua,dimi_adhen,6
@VikborOfficial,nonperson,kalimantan,VikborOfficial,5
@bemkmunand,nonperson,sumatera,bemkmunand,8
@pkskotacirebon,nonperson,jawa barat dan banten,pkskotacirebon,2
@MakassarInfo_,nonperson,sulawesi,MakassarInfo_,7
@dr_ardi,person,jawa tengah dan yogyakarta,dr_ardi,3
@univ_syiahkuala,nonperson,sumatera,univ_syiahkuala,8
@KempinskiJKT,nonperson,jabodetabek,KempinskiJKT,1
@29_inastasia,person,jawa barat dan banten,29_inastasia,2
@dprdjawabarat,nonperson,jawa barat dan banten,dprdjawabarat,2
@GlennFredly,person,jabodetabek,GlennFredly,1
@Papuan_Insight,nonperson,maluku dan papua,Papuan_Insight,6
@USConGenSby,nonperson,jawa timur,USConGenSby,4
@JCI_Pekanbaru,nonperson,sumatera,JCI_Pekanbaru,8
@zubair_buhang,person,sulawesi,zubair_buhang,7
@Koja_RSUD,nonperson,jabodetabek,Koja_RSUD,1
@pajakpontibarat,nonperson,kalimantan,pajakpontibarat,5
@P3MD_Papua,nonperson,maluku dan papua,P3MD_Papua,6
@Iccha_JG0182,person,sulawesi,Iccha_JG0182,7
@adoen86,person,sumatera,adoen86,8
@Bahasa_Sultra,nonperson,sulawesi,Bahasa_Sultra,7
@MercureSurabaya,nonperson,jawa timur,MercureSurabaya,4
@misinnarek17,person,maluku dan papua,misinnarek17,6
@GadgetYogya,nonperson,jawa tengah dan yogyakarta,GadgetYogya,3
@AnangEndaryanto,person,jawa timur,AnangEndaryanto,4
@Radhinalindra,person,jawa barat dan banten,Radhinalindra,2
@JakartaBNI46,nonperson,jabodetabek,JakartaBNI46,1
@eigeradventure,nonperson,jawa barat dan banten,eigeradventure,2
@QuestHotelKuta,nonperson,bali dan nusa tenggara,QuestHotelKuta,0
@keliling_ambon,nonperson,maluku dan papua,keliling_ambon,6
@Hariaangga,person,sulawesi,Hariaangga,7
@Pro2Jak,nonperson,jabodetabek,Pro2Jak,1
@desakkrystina,person,bali dan nusa tenggara,desakkrystina,0
@eurosian2k,person,bali dan nusa tenggara,eurosian2k,0
@latiefpingsan,person,bali dan nusa tenggara,latiefpingsan,0
@HumasPolairud,nonperson,sulawesi,HumasPolairud,7
@InfoUnand,nonperson,sumatera,InfoUnand,8
@KompasTV_PTK,nonperson,kalimantan,KompasTV_PTK,5
@ferdiriva,person,jabodetabek,ferdiriva,1
@YMCManado,nonperson,sulawesi,YMCManado,7
@D_kriuk,nonperson,jabodetabek,D_kriuk,1
@pajejeri,person,sulawesi,pajejeri,7
@AHMADDHANIPRAST,person,jawa timur,AHMADDHANIPRAST,4
@GenpiLabuanBajo,nonperson,bali dan nusa tenggara,GenpiLabuanBajo,0
@UntagSurabaya,nonperson,jawa timur,UntagSurabaya,4
@dikbudtangsel,nonperson,jawa barat dan banten,dikbudtangsel,2
@nmdhrifah,person,jawa barat dan banten,nmdhrifah,2
@TamanMekarsari,nonperson,jawa barat dan banten,TamanMekarsari,2
@Wulangan,person,jawa tengah dan yogyakarta,Wulangan,3
@AMS_pusat,nonperson,jawa barat dan banten,AMS_pusat,2
@siti_odedMD,person,jawa barat dan banten,siti_odedMD,2
@RescueJtm,nonperson,jawa timur,RescueJtm,4
@loproadventures,nonperson,jawa timur,loproadventures,4
@BstarzmedanOFC,nonperson,sumatera,BstarzmedanOFC,8
@itbofficial,nonperson,jawa barat dan banten,itbofficial,2
@iccialbarn,person,jabodetabek,iccialbarn,1
@Deddy_Mizwar_,person,jabodetabek,Deddy_Mizwar_,1
@DenpasarKota,nonperson,bali dan nusa tenggara,DenpasarKota,0
@SamuelSekuritas,nonperson,jabodetabek,SamuelSekuritas,1
@txtsamarinda,nonperson,kalimantan,txtsamarinda,5
@PandaMadu_05,person,jawa barat dan banten,PandaMadu_05,2
@dotsemarang,nonperson,jawa tengah dan yogyakarta,dotsemarang,3
@rabaddruttamam,person,jawa timur,rabaddruttamam,4
@anismatta,person,sulawesi,anismatta,7
@FokusNTT,nonperson,bali dan nusa tenggara,FokusNTT,0
@ajibramantio6,person,jawa barat dan banten,ajibramantio6,2
@radar_karawang,nonperson,jawa barat dan banten,radar_karawang,2
@UnandOfficial,nonperson,sumatera,UnandOfficial,8
@salpriadi_,person,jawa timur,salpriadi_,4
@MI_sezPALU,nonperson,sulawesi,MI_sezPALU,7
@A_GitaJKT48,person,jabodetabek,A_GitaJKT48,1
@Once_JawaTimur,nonperson,jawa timur,Once_JawaTimur,4
@AdhyDault,person,sulawesi,AdhyDault,7
@beritajatimcom,nonperson,jawa timur,beritajatimcom,4
@adam_ardiansyah,person,jawa timur,adam_ardiansyah,4
@baliairports,nonperson,bali dan nusa tenggara,baliairports,0
@FreePapua,nonperson,maluku dan papua,FreePapua,6
@Moektito,person,jawa timur,Moektito,4
@LAF_Jogja,nonperson,jawa tengah dan yogyakarta,LAF_Jogja,3
@aMrazing,person,kalimantan,aMrazing,5
@showimah,person,jabodetabek,showimah,1
@FSBali,nonperson,bali dan nusa tenggara,FSBali,0
@Bekasiberkebun,nonperson,jabodetabek,Bekasiberkebun,1
@PemkotSmg,nonperson,jawa tengah dan yogyakarta,PemkotSmg,3
@putu64,person,bali dan nusa tenggara,putu64,0
@hotelgrandabe,nonperson,maluku dan papua,hotelgrandabe,6
@supersyahrir,person,sulawesi,supersyahrir,7
@aminullah_lubis,person,sumatera,aminullah_lubis,8
@Humas_Aceh,nonperson,sumatera,Humas_Aceh,8
@dapursolia,person,jawa timur,dapursolia,4
@ichaOrigami,person,jawa timur,ichaOrigami,4
@DPR_RI,nonperson,jabodetabek,DPR_RI,1
@OfficialPersika,nonperson,jawa barat dan banten,OfficialPersika,2
@Andreahirata,person,sumatera,Andreahirata,8
@allhotelbali,nonperson,bali dan nusa tenggara,allhotelbali,0
@Persitajuara,nonperson,jabodetabek,Persitajuara,1
@nikkujin,person,sulawesi,nikkujin,7
@persipura63,nonperson,maluku dan papua,persipura63,6
@infoMKSR,nonperson,sulawesi,infoMKSR,7
@BlogTolkien,person,kalimantan,BlogTolkien,5
@thamzil,person,sulawesi,thamzil,7
@01_budi,person,sumatera,01_budi,8
@official_unila,nonperson,sumatera,official_unila,8
@FiersaBesari,person,jawa barat dan banten,FiersaBesari,2
@commaditya,person,bali dan nusa tenggara,commaditya,0
@DinkominfoBlora,nonperson,jawa tengah dan yogyakarta,DinkominfoBlora,3
@SapawargaSby,nonperson,jawa timur,SapawargaSby,4
@RadioPLS_mks,nonperson,sulawesi,RadioPLS_mks,7
@BASAbali,nonperson,bali dan nusa tenggara,BASAbali,0
@arm_afiq,person,sumatera,arm_afiq,8
@agungdst,person,sumatera,agungdst,8
@flutter_jkt,nonperson,jabodetabek,flutter_jkt,1
@berita_papuaID,nonperson,maluku dan papua,berita_papuaID,6
@JKT48_Jayapura,nonperson,maluku dan papua,JKT48_Jayapura,6
@KemaliciousBali,nonperson,bali dan nusa tenggara,KemaliciousBali,0
@UINSK,nonperson,jawa tengah dan yogyakarta,UINSK,3
@ragunanzoo,nonperson,jabodetabek,ragunanzoo,1
@SmashblstJATIM,nonperson,jawa timur,SmashblstJATIM,4
@HorexSentani,nonperson,maluku dan papua,HorexSentani,6
@nuratna_,person,bali dan nusa tenggara,nuratna_,0
@beckhamputran,person,jawa barat dan banten,beckhamputran,2
@KK_MalukuUtara,nonperson,maluku dan papua,KK_MalukuUtara,6
@umaymah_azmi,person,jawa barat dan banten,umaymah_azmi,2
@fauziachang,person,jabodetabek,fauziachang,1
@fajarnugros,person,jabodetabek,fajarnugros,1
@diresett,person,jawa timur,diresett,4
@TrafficJakarta,person,jabodetabek,TrafficJakarta,1
@gadiiing,person,jabodetabek,gadiiing,1
@SAHABAT_GTLO,nonperson,sulawesi,SAHABAT_GTLO,7
@ilhamituiam,person,kalimantan,ilhamituiam,5
@BaleBengong,nonperson,bali dan nusa tenggara,BaleBengong,0
@antoboleng_,person,bali dan nusa tenggara,antoboleng_,0
@mahoni___,person,jawa tengah dan yogyakarta,mahoni___,3
@WhatsNewJakarta,nonperson,jabodetabek,WhatsNewJakarta,1
@DediMulyadi71,person,jawa barat dan banten,DediMulyadi71,2
@dishut_jatim,nonperson,jawa timur,dishut_jatim,4
@FutsalJateng,nonperson,jawa tengah dan yogyakarta,FutsalJateng,3
@OdedMD,person,jawa barat dan banten,OdedMD,2
@bin_saidna,person,maluku dan papua,bin_saidna,6
@lekopr,person,maluku dan papua,lekopr,6
@BEM_Udayana,nonperson,bali dan nusa tenggara,BEM_Udayana,0
@andabron,person,sumatera,andabron,8
@WidyoLita,person,jawa tengah dan yogyakarta,WidyoLita,3
@IhraTumiwa,person,jawa barat dan banten,IhraTumiwa,2
@BEXXASULAWESI,nonperson,sulawesi,BEXXASULAWESI,7
@yoggggggggggg,person,jawa tengah dan yogyakarta,yoggggggggggg,3
@Diskes_KoMal,nonperson,jawa timur,Diskes_KoMal,4
@hendrarprihadi,person,jawa tengah dan yogyakarta,hendrarprihadi,3
@HekaLeka,nonperson,maluku dan papua,HekaLeka,6
@fathoniofficial,person,jawa timur,fathoniofficial,4
@dprdkotasmg,nonperson,jawa tengah dan yogyakarta,dprdkotasmg,3
@KnwilBPNKalteng,nonperson,kalimantan,KnwilBPNKalteng,5
@WRIIndonesia,nonperson,jabodetabek,WRIIndonesia,1
@DidiFabanyo1,person,maluku dan papua,DidiFabanyo1,6
@bank_jateng,nonperson,jawa tengah dan yogyakarta,bank_jateng,3
@abdurarsyad,person,bali dan nusa tenggara,abdurarsyad,0
@Marsowan,person,bali dan nusa tenggara,Marsowan,0
@DokterHafid,person,jawa timur,DokterHafid,4
@007_kamal,person,jabodetabek,007_kamal,1
@Daeng_Info,nonperson,sulawesi,Daeng_Info,7
@ArnoldBelau,person,maluku dan papua,ArnoldBelau,6
@claralistyaD,person,bali dan nusa tenggara,claralistyaD,0
@anshory72,person,jawa barat dan banten,anshory72,2
@ratmanard,person,jabodetabek,ratmanard,1
@ernestprakasa,person,jabodetabek,ernestprakasa,1
@Mandala964FM,nonperson,jawa timur,Mandala964FM,4
@papuanews,nonperson,maluku dan papua,papuanews,6
@fauzanalrasyid,person,jabodetabek,fauzanalrasyid,1
@Bimantara25,person,bali dan nusa tenggara,Bimantara25,0
@papuan_voices,nonperson,maluku dan papua,papuan_voices,6
@MIsezGorontalo,nonperson,sulawesi,MIsezGorontalo,7
@bmkgpadangpjg,nonperson,sumatera,bmkgpadangpjg,8
@bbkalteng,nonperson,kalimantan,bbkalteng,5
@BpbdkabTuban,nonperson,jawa timur,BpbdkabTuban,4
@IDIJawaTengah,nonperson,jawa tengah dan yogyakarta,IDIJawaTengah,3
@unisa_yogya,nonperson,jawa tengah dan yogyakarta,unisa_yogya,3
@HARRISMalang,nonperson,jawa timur,HARRISMalang,4
@KonJenMakassar,person,sulawesi,KonJenMakassar,7
@limatigaaaa,person,jawa tengah dan yogyakarta,limatigaaaa,3
@netijenbali,nonperson,bali dan nusa tenggara,netijenbali,0
@SabraniBran,person,kalimantan,SabraniBran,5
@isyuniarto,person,jawa timur,isyuniarto,4
@KPUKuningan,nonperson,jawa barat dan banten,KPUKuningan,2
@AdityaIhsan10,person,sumatera,AdityaIhsan10,8
@MalukuHumRights,nonperson,maluku dan papua,MalukuHumRights,6
@hammam_riza,person,jabodetabek,hammam_riza,1
@museumjateng,nonperson,jawa tengah dan yogyakarta,museumjateng,3
@txtdrmasdusun,person,jawa tengah dan yogyakarta,txtdrmasdusun,3
@ARVC_Cirebon,nonperson,jawa barat dan banten,ARVC_Cirebon,2
@pauddikmassumut,nonperson,sumatera,pauddikmassumut,8
@faizsadad_,person,jawa barat dan banten,faizsadad_,2
@hood_good,person,jawa tengah dan yogyakarta,hood_good,3
@suhartini_nini,person,maluku dan papua,suhartini_nini,6
@anindyavivi,person,jawa tengah dan yogyakarta,anindyavivi,3
@fosilkaliber,nonperson,kalimantan,fosilkaliber,5
@PHOENIX91FM,nonperson,bali dan nusa tenggara,PHOENIX91FM,0
@konsultbisnis,nonperson,jabodetabek,konsultbisnis,1
@tvrisumsel,nonperson,sumatera,tvrisumsel,8
@wirausahaKalsel,nonperson,kalimantan,wirausahaKalsel,5
@blfc_id,nonperson,sumatera,blfc_id,8
@aan__,person,jawa tengah dan yogyakarta,aan__,3
@walhikalsel,nonperson,kalimantan,walhikalsel,5
@SadanaAgungS,person,jawa tengah dan yogyakarta,SadanaAgungS,3
@AndiiPallawa,person,sulawesi,AndiiPallawa,7
@amelianaris,person,jawa barat dan banten,amelianaris,2
@IM3OoredooSMTRA,nonperson,sumatera,IM3OoredooSMTRA,8
@blitar_bersatu,nonperson,jawa timur,blitar_bersatu,4
@KonJenBali,person,bali dan nusa tenggara,KonJenBali,0
@astondenpasarID,nonperson,bali dan nusa tenggara,astondenpasarID,0
@supritongg,person,jawa tengah dan yogyakarta,supritongg,3
@MitraKukar,nonperson,kalimantan,MitraKukar,5
@sucifadhilah23,person,jabodetabek,sucifadhilah23,1
@Reisa_BA,person,jabodetabek,Reisa_BA,1
@gen987fm,person,jabodetabek,gen987fm,1
@kpuprov_sumut,nonperson,sumatera,kpuprov_sumut,8
@MisbahKhudin_,person,jawa tengah dan yogyakarta,MisbahKhudin_,3
@ariffsuyono,person,jawa timur,ariffsuyono,4
@MediaPapua1,nonperson,maluku dan papua,MediaPapua1,6
@kanwilbpnsulsel,nonperson,sulawesi,kanwilbpnsulsel,7
@bpkpsumsel1,nonperson,sumatera,bpkpsumsel1,8
@SwetaKartika,person,jawa barat dan banten,SwetaKartika,2
@andrinof_a_ch,person,sumatera,andrinof_a_ch,8
@SuaraTanpaRokok,nonperson,jabodetabek,SuaraTanpaRokok,1
@medi15_,person,jawa barat dan banten,medi15_,2
@rsugm,nonperson,jawa tengah dan yogyakarta,rsugm,3
@BpsSemarang,nonperson,jawa tengah dan yogyakarta,BpsSemarang,3
@AsiAfricaMuseum,nonperson,jawa barat dan banten,AsiAfricaMuseum,2
@HimagipaUpgris,nonperson,jawa tengah dan yogyakarta,HimagipaUpgris,3
@usuofficial,nonperson,sumatera,usuofficial,8
@Harlyfer,person,maluku dan papua,Harlyfer,6
@MardaniAliSera,person,jabodetabek,MardaniAliSera,1
@myXL_Sumatera,nonperson,sumatera,myXL_Sumatera,8
@bpcb_sumbar,nonperson,sumatera,bpcb_sumbar,8
@Penuhcurhatan,person,bali dan nusa tenggara,Penuhcurhatan,0
@MerVy_MG,person,maluku dan papua,MerVy_MG,6
@ilhamdhi,person,bali dan nusa tenggara,ilhamdhi,0
@pmijabar,nonperson,jawa barat dan banten,pmijabar,2
@humasjabar,nonperson,jawa barat dan banten,humasjabar,2
@dpc_pdipmks,nonperson,sulawesi,dpc_pdipmks,7
@bemkmunmul,nonperson,kalimantan,bemkmunmul,5
@LPMP_KepBabel,nonperson,sumatera,LPMP_KepBabel,8
@AhmadWigo,person,sumatera,AhmadWigo,8
@Lab1_FHUP,nonperson,jabodetabek,Lab1_FHUP,1
@MIsezJayapura,nonperson,maluku dan papua,MIsezJayapura,6
@bb_jateng,nonperson,jawa tengah dan yogyakarta,bb_jateng,3
@lpradnyawanto,person,bali dan nusa tenggara,lpradnyawanto,0
@BEM_FE_UBB,nonperson,sumatera,BEM_FE_UBB,8
@DBLWestJavaBDG,nonperson,jawa barat dan banten,DBLWestJavaBDG,2
@JeckyWelikin,person,maluku dan papua,JeckyWelikin,6
@rahmadsaifulhs,person,sumatera,rahmadsaifulhs,8
@HumasUnp,nonperson,sumatera,HumasUnp,8
@kobak_y,person,maluku dan papua,kobak_y,6
@sandhikagalih,person,jawa barat dan banten,sandhikagalih,2
@AgathaChelsea18,person,jawa barat dan banten,AgathaChelsea18,2
@perogeremmer,person,jabodetabek,perogeremmer,1
@kumhamlampung,nonperson,sumatera,kumhamlampung,8
@eka_sugandi,person,jabodetabek,eka_sugandi,1
@Chris_ambarita,person,kalimantan,Chris_ambarita,5
@akbar___,person,jawa timur,akbar___,4
@ekopurnomo346,person,jawa timur,ekopurnomo346,4
@aldii_fahreza,person,kalimantan,aldii_fahreza,5
@infobdg,nonperson,jawa barat dan banten,infobdg,2
@anggraenisa_,person,jawa barat dan banten,anggraenisa_,2
@bpssumsel,nonperson,sumatera,bpssumsel,8
@akhdaafif,person,jawa tengah dan yogyakarta,akhdaafif,3
@initiaraandini,person,jabodetabek,initiaraandini,1
@ainunnajib,person,jawa timur,ainunnajib,4
@UnimedOfficial,nonperson,sumatera,UnimedOfficial,8
@htlborobudurjkt,nonperson,jabodetabek,htlborobudurjkt,1
@Idanaza1,person,jawa tengah dan yogyakarta,Idanaza1,3
@dkd_jawabarat,nonperson,jawa barat dan banten,dkd_jawabarat,2
@cakasana,person,jawa timur,cakasana,4
@Bandung_Dinkes,nonperson,jawa barat dan banten,Bandung_Dinkes,2
@Journaldi,person,maluku dan papua,Journaldi,6
@PSG_KalTIm,nonperson,kalimantan,PSG_KalTIm,5
@AreaNTB,nonperson,bali dan nusa tenggara,AreaNTB,0
@WisataMalam_BNS,nonperson,jawa timur,WisataMalam_BNS,4
@anggunasm,person,jawa timur,anggunasm,4
@RTMCJatim,nonperson,jawa timur,RTMCJatim,4
@djrisbang,nonperson,jabodetabek,djrisbang,1
@JogjaSoftware,nonperson,jawa tengah dan yogyakarta,JogjaSoftware,3
@tanjungputingNP,nonperson,kalimantan,tanjungputingNP,5
@BenyMagal,person,maluku dan papua,BenyMagal,6
@sman5bdg,nonperson,jawa barat dan banten,sman5bdg,2
@infombg,nonperson,bali dan nusa tenggara,infombg,0
@gilbhas,person,jabodetabek,gilbhas,1
@RumahMakanPD,person,sumatera,RumahMakanPD,8
@univ_riau,nonperson,sumatera,univ_riau,8
@fstua,nonperson,jawa timur,fstua,4
@mathdroid,person,jawa barat dan banten,mathdroid,2
@mrlogix,person,jabodetabek,mrlogix,1
@_AlexHesegem,person,maluku dan papua,_AlexHesegem,6
@_Jafar_AA,person,jabodetabek,_Jafar_AA,1
@ananta_aj,person,kalimantan,ananta_aj,5
@ruslanwiryadi,person,bali dan nusa tenggara,ruslanwiryadi,0
@dt_djpjateng1,nonperson,jawa tengah dan yogyakarta,dt_djpjateng1,3
@KaltengPutraKu,nonperson,kalimantan,KaltengPutraKu,5
@jeratpapua,nonperson,maluku dan papua,jeratpapua,6
@infoPekanbaru,nonperson,sumatera,infoPekanbaru,8
@_hunnybunny___,person,jawa timur,_hunnybunny___,4
@orangutan_COP,nonperson,kalimantan,orangutan_COP,5
@satpolppjabar,nonperson,jawa barat dan banten,satpolppjabar,2
@aim_ranti,person,sumatera,aim_ranti,8
@AgussumantriS,person,sumatera,AgussumantriS,8
@wikan_sakarinto,person,jawa tengah dan yogyakarta,wikan_sakarinto,3
@kudetabali,nonperson,bali dan nusa tenggara,kudetabali,0
@tie_1701,person,bali dan nusa tenggara,tie_1701,0
@NetizenManado,nonperson,sulawesi,NetizenManado,7
@kokoramadanto,person,kalimantan,kokoramadanto,5
@rachelvennya23,person,jabodetabek,rachelvennya23,1
@walhi_kalteng,nonperson,kalimantan,walhi_kalteng,5
@akhyarmose,person,jawa tengah dan yogyakarta,akhyarmose,3
@lpptvrintb,nonperson,bali dan nusa tenggara,lpptvrintb,0
@_maaharani,person,jawa tengah dan yogyakarta,_maaharani,3
@persirajaupdate,nonperson,sumatera,persirajaupdate,8
@infolombok,nonperson,bali dan nusa tenggara,infolombok,0
@_sucilestari,person,jabodetabek,_sucilestari,1
@Feri_Husain,person,sulawesi,Feri_Husain,7
@adji_g,person,jawa barat dan banten,adji_g,2
@InfoPariaman,nonperson,sumatera,InfoPariaman,8
@balaibahasa_su,nonperson,sumatera,balaibahasa_su,8
@KconkBandung313,nonperson,jawa barat dan banten,KconkBandung313,2
@annisapv,person,jawa barat dan banten,annisapv,2
@SB_SUMSEL,nonperson,sumatera,SB_SUMSEL,8
@kpu_sulsel,nonperson,sulawesi,kpu_sulsel,7
@azwarsiregar,person,sumatera,azwarsiregar,8
@yogyandroid,nonperson,jawa tengah dan yogyakarta,yogyandroid,3
@unsri,nonperson,sumatera,unsri,8
@aragens,person,kalimantan,aragens,5
@akubctbgtt,person,jawa tengah dan yogyakarta,akubctbgtt,3
@kominfocianjur,nonperson,jawa barat dan banten,kominfocianjur,2
@veanarvian,person,jawa timur,veanarvian,4
@infosurabaya,nonperson,jawa timur,infosurabaya,4
@IsranOfficial,person,kalimantan,IsranOfficial,5
@tifsembiring,person,jabodetabek,tifsembiring,1
@NdraWah,person,jawa timur,NdraWah,4
@GKRHayu,person,jawa tengah dan yogyakarta,GKRHayu,3
@armandi89,person,sumatera,armandi89,8
@PSCS_Cilacap,nonperson,jawa tengah dan yogyakarta,PSCS_Cilacap,3
@Perserang1958,nonperson,jawa barat dan banten,Perserang1958,2
@TajYasinMZ,person,jawa tengah dan yogyakarta,TajYasinMZ,3
@HendriSayuti,person,kalimantan,HendriSayuti,5
@pemprovsu,nonperson,sumatera,pemprovsu,8
@fadjroeL,person,jabodetabek,fadjroeL,1
@KoranKaltimcom,nonperson,kalimantan,KoranKaltimcom,5
@esoensamid,person,jawa tengah dan yogyakarta,esoensamid,3
