username,isaPerson,userLocation,screen_name,userLocationCode,Lvalue
@PerselaFC,nonperson,jawa timur,PerselaFC,JI,4
@pajakpontibarat,nonperson,kalimantan,pajakpontibarat,KA,5
@LMT_New2021,person,bali dan nusa tenggara,LMT_New2021,NU,0
@LPMP_Sulbar,nonperson,sulawesi,LPMP_Sulbar,SL,7
@IhraTumiwa,person,jawa barat dan banten,IhraTumiwa,JB&BT,2
@commaditya,person,bali dan nusa tenggara,commaditya,NU,0
@BBTA3_BPPT,nonperson,jawa barat dan banten,BBTA3_BPPT,JB&BT,2
@MI_sezPALU,nonperson,sulawesi,MI_sezPALU,SL,7
@JeckyWelikin,person,maluku dan papua,JeckyWelikin,ML&PP,6
@PSSleman,nonperson,jawa tengah dan yogyakarta,PSSleman,JT&YO,3
@selaparangtv,nonperson,bali dan nusa tenggara,selaparangtv,NU,0
@KantorBahasaKT,nonperson,kalimantan,KantorBahasaKT,KA,5
@KPLISemarang,nonperson,jawa tengah dan yogyakarta,KPLISemarang,JT&YO,3
@MuseumAngkut,nonperson,jawa timur,MuseumAngkut,JI,4
@why_ngsh,person,jawa tengah dan yogyakarta,why_ngsh,JT&YO,3
@BTS_Medan,nonperson,sumatera,BTS_Medan,SM,8
@pemprovsu,nonperson,sumatera,pemprovsu,SM,8
@dododid_,person,maluku dan papua,dododid_,ML&PP,6
@Chris_ambarita,person,kalimantan,Chris_ambarita,KA,5
@infoFKY,nonperson,jawa tengah dan yogyakarta,infoFKY,JT&YO,3
@bnnpkaltara,nonperson,kalimantan,bnnpkaltara,KA,5
@kemalpalevi,person,jabodetabek,kemalpalevi,JBD,1
@anjar_wilujeng,person,jawa tengah dan yogyakarta,anjar_wilujeng,JT&YO,3
@yoggggggggggg,person,jawa tengah dan yogyakarta,yoggggggggggg,JT&YO,3
@Onaalll,person,maluku dan papua,Onaalll,ML&PP,6
@standupUINjogja,nonperson,jawa tengah dan yogyakarta,standupUINjogja,JT&YO,3
@khizbul,person,sulawesi,khizbul,SL,7
@wita_desandri,person,jabodetabek,wita_desandri,JBD,1
@melianach,person,kalimantan,melianach,KA,5
@ainunnajib,person,jawa timur,ainunnajib,JI,4
@vjbeben,person,kalimantan,vjbeben,KA,5
@DP_dannypomanto,person,sulawesi,DP_dannypomanto,SL,7
@paudikmasultra,nonperson,sulawesi,paudikmasultra,SL,7
@Once_JawaTimur,nonperson,jawa timur,Once_JawaTimur,JI,4
@ficofachriza_,person,jabodetabek,ficofachriza_,JBD,1
@punapitabanan,nonperson,bali dan nusa tenggara,punapitabanan,NU,0
@Tribun_Manado,nonperson,sulawesi,Tribun_Manado,SL,7
@giriprasta_bdg1,person,bali dan nusa tenggara,giriprasta_bdg1,NU,0
@unyofficial,nonperson,jawa tengah dan yogyakarta,unyofficial,JT&YO,3
@metrotvjateng,nonperson,jawa tengah dan yogyakarta,metrotvjateng,JT&YO,3
@bangzhal_,person,sulawesi,bangzhal_,SL,7
@kawankoding,nonperson,jawa timur,kawankoding,JI,4
@AnangEndaryanto,person,jawa timur,AnangEndaryanto,JI,4
@__kucingbetina,person,jawa barat dan banten,__kucingbetina,JB&BT,2
@ovali1956,person,jawa tengah dan yogyakarta,ovali1956,JT&YO,3
@lekopr,person,maluku dan papua,lekopr,ML&PP,6
@UINSK,nonperson,jawa tengah dan yogyakarta,UINSK,JT&YO,3
@kanwilbpnjabar,nonperson,jawa barat dan banten,kanwilbpnjabar,JB&BT,2
@ldfebui,person,jabodetabek,ldfebui,JBD,1
@Perserang1958,nonperson,jawa barat dan banten,Perserang1958,JB&BT,2
@ThePapandayan,nonperson,jawa barat dan banten,ThePapandayan,JB&BT,2
@NStevani,person,sulawesi,NStevani,SL,7
@kanwilbpnsulsel,nonperson,sulawesi,kanwilbpnsulsel,SL,7
@univ_riau,nonperson,sumatera,univ_riau,SM,8
@Ndayatur,person,jawa timur,Ndayatur,JI,4
@PriaMedan3,person,sumatera,PriaMedan3,SM,8
@SmashblstJATIM,nonperson,jawa timur,SmashblstJATIM,JI,4
@InfoUnand,nonperson,sumatera,InfoUnand,SM,8
@kratonjogja,nonperson,jawa tengah dan yogyakarta,kratonjogja,JT&YO,3
@umaymah_azmi,person,jawa barat dan banten,umaymah_azmi,JB&BT,2
@AgM_apriliyanti,person,sulawesi,AgM_apriliyanti,SL,7
@KconkBandung313,nonperson,jawa barat dan banten,KconkBandung313,JB&BT,2
@abidfzn,person,jawa barat dan banten,abidfzn,JB&BT,2
@abifajri1453,person,jawa barat dan banten,abifajri1453,JB&BT,2
@RicoTude,person,jawa tengah dan yogyakarta,RicoTude,JT&YO,3
@irwanprayitno,person,sumatera,irwanprayitno,SM,8
@MuseumMACAN,nonperson,jabodetabek,MuseumMACAN,JBD,1
@arfisulthani,person,sumatera,arfisulthani,SM,8
@unisbaofficial,nonperson,jawa barat dan banten,unisbaofficial,JB&BT,2
@persirajaupdate,nonperson,sumatera,persirajaupdate,SM,8
@PMIKabpkl,nonperson,jawa tengah dan yogyakarta,PMIKabpkl,JT&YO,3
@DJFMSURABAYA,nonperson,jawa timur,DJFMSURABAYA,JI,4
@andiagungka,person,jawa tengah dan yogyakarta,andiagungka,JT&YO,3
@akbar___,person,jawa timur,akbar___,JI,4
@MIsezGorontalo,nonperson,sulawesi,MIsezGorontalo,SL,7
@KanwilBPNGTLO,nonperson,sulawesi,KanwilBPNGTLO,SL,7
@AzamRaharjo,person,jawa tengah dan yogyakarta,AzamRaharjo,JT&YO,3
@infolistrikdjty,nonperson,jawa tengah dan yogyakarta,infolistrikdjty,JT&YO,3
@Brantak29721302,person,maluku dan papua,Brantak29721302,ML&PP,6
@edyporwanto02,person,kalimantan,edyporwanto02,KA,5
@peransampingan,person,jawa tengah dan yogyakarta,peransampingan,JT&YO,3
@AmriandriA,person,sumatera,AmriandriA,SM,8
@rabaddruttamam,person,jawa timur,rabaddruttamam,JI,4
@PSG_KalTIm,nonperson,kalimantan,PSG_KalTIm,KA,5
@BeritaKaltim,nonperson,kalimantan,BeritaKaltim,KA,5
@irwancihuy,person,jabodetabek,irwancihuy,JBD,1
@HARRISMalang,nonperson,jawa timur,HARRISMalang,JI,4
@nonosampono,person,maluku dan papua,nonosampono,ML&PP,6
@_raynwijaya26,person,jabodetabek,_raynwijaya26,JBD,1
@bpptik,nonperson,jawa barat dan banten,bpptik,JB&BT,2
@andi_dirgantara,person,jawa timur,andi_dirgantara,JI,4
@dodon_jerry,person,kalimantan,dodon_jerry,KA,5
@himpaudijabar,nonperson,jawa barat dan banten,himpaudijabar,JB&BT,2
@antonybudianto,person,jabodetabek,antonybudianto,JBD,1
@GoBatuMlg,nonperson,jawa timur,GoBatuMlg,JI,4
@MakassarInfo_,nonperson,sulawesi,MakassarInfo_,SL,7
@nicsap,person,jabodetabek,nicsap,JBD,1
@haryazid,person,sumatera,haryazid,SM,8
@gustumurtika,person,bali dan nusa tenggara,gustumurtika,NU,0
@humaspoldajbr,nonperson,jawa barat dan banten,humaspoldajbr,JB&BT,2
@rs_persahabatan,nonperson,jabodetabek,rs_persahabatan,JBD,1
@ichaOrigami,person,jawa timur,ichaOrigami,JI,4
@OctoS9,person,maluku dan papua,OctoS9,ML&PP,6
@UnandOfficial,nonperson,sumatera,UnandOfficial,SM,8
@Dodit_Mulyanto,person,jawa timur,Dodit_Mulyanto,JI,4
@yogyes,nonperson,jawa tengah dan yogyakarta,yogyes,JT&YO,3
@BhayangkaraFC,nonperson,jawa tengah dan yogyakarta,BhayangkaraFC,JT&YO,3
@persebayaupdate,nonperson,jawa timur,persebayaupdate,JI,4
@PSGC_Ciamis,nonperson,jawa barat dan banten,PSGC_Ciamis,JB&BT,2
@PramborsMKS,nonperson,sulawesi,PramborsMKS,SL,7
@MalukuBaronda,nonperson,maluku dan papua,MalukuBaronda,ML&PP,6
@soundofpapua,nonperson,maluku dan papua,soundofpapua,ML&PP,6
@novianto_eko,person,jawa tengah dan yogyakarta,novianto_eko,JT&YO,3
@Unair_Official,nonperson,jawa timur,Unair_Official,JI,4
@LukasEnembe,person,maluku dan papua,LukasEnembe,ML&PP,6
@MMJJ21,nonperson,jabodetabek,MMJJ21,JBD,1
@kumham_kalsel,nonperson,kalimantan,kumham_kalsel,KA,5
@kanwilbpnsultra,nonperson,sulawesi,kanwilbpnsultra,SL,7
@dolmahand,person,maluku dan papua,dolmahand,ML&PP,6
@itzfixy,person,sulawesi,itzfixy,SL,7
@rsugm,nonperson,jawa tengah dan yogyakarta,rsugm,JT&YO,3
@nurdintmpubolon,person,sumatera,nurdintmpubolon,SM,8
@HekaLeka,nonperson,maluku dan papua,HekaLeka,ML&PP,6
@pidibaiq,person,jawa barat dan banten,pidibaiq,JB&BT,2
@KemaliciousBali,nonperson,bali dan nusa tenggara,KemaliciousBali,NU,0
@nurfrina,person,kalimantan,nurfrina,KA,5
@RDL_Bali,nonperson,bali dan nusa tenggara,RDL_Bali,NU,0
@MediaPapua1,nonperson,maluku dan papua,MediaPapua1,ML&PP,6
@armandi89,person,sumatera,armandi89,SM,8
@fathoniofficial,person,jawa timur,fathoniofficial,JI,4
@Fazabungaz,person,kalimantan,Fazabungaz,KA,5
@nurulbdryh,person,sumatera,nurulbdryh,SM,8
@ariffsuyono,person,jawa timur,ariffsuyono,JI,4
@boedybios,person,jawa barat dan banten,boedybios,JB&BT,2
@StandUpSOLO,nonperson,jawa tengah dan yogyakarta,StandUpSOLO,JT&YO,3
@bank_jatim,nonperson,jawa timur,bank_jatim,JI,4
@stregisbali,nonperson,bali dan nusa tenggara,stregisbali,NU,0
@SadanaAgungS,person,jawa tengah dan yogyakarta,SadanaAgungS,JT&YO,3
@bpkpsumsel1,nonperson,sumatera,bpkpsumsel1,SM,8
@RRIPro2Ternate,nonperson,maluku dan papua,RRIPro2Ternate,ML&PP,6
@belloarda,person,bali dan nusa tenggara,belloarda,NU,0
@its_campus,nonperson,jawa timur,its_campus,JI,4
@Cobra67564747,person,sumatera,Cobra67564747,SM,8
@pr_palembang,nonperson,sumatera,pr_palembang,SM,8
@anyta_browniezt,person,bali dan nusa tenggara,anyta_browniezt,NU,0
@eigeradventure,nonperson,jawa barat dan banten,eigeradventure,JB&BT,2
@pemkabsidoarjo2,nonperson,jawa timur,pemkabsidoarjo2,JI,4
@_BondanPrakoso_,person,jabodetabek,_BondanPrakoso_,JBD,1
@AdityaIhsan10,person,sumatera,AdityaIhsan10,SM,8
@fakfakberkebun,nonperson,maluku dan papua,fakfakberkebun,ML&PP,6
@DepokTownSquare,nonperson,jabodetabek,DepokTownSquare,JBD,1
@fadlizon,person,jabodetabek,fadlizon,JBD,1
@hotelgrandabe,nonperson,maluku dan papua,hotelgrandabe,ML&PP,6
@SamatorSurabaya,nonperson,jawa timur,SamatorSurabaya,JI,4
@MiraeAssetID,nonperson,jabodetabek,MiraeAssetID,JBD,1
@alfrzkwidika,person,sumatera,alfrzkwidika,SM,8
@arif_brata,person,sulawesi,arif_brata,SL,7
@UnimedOfficial,nonperson,sumatera,UnimedOfficial,SM,8
@Lippomallkuta,nonperson,bali dan nusa tenggara,Lippomallkuta,NU,0
@KukuhYEA,person,jawa barat dan banten,KukuhYEA,JB&BT,2
@AIS_PTK,nonperson,kalimantan,AIS_PTK,KA,5
@bemkmunmul,nonperson,kalimantan,bemkmunmul,KA,5
@krisnawan45,person,bali dan nusa tenggara,krisnawan45,NU,0
@SAHABAT_GTLO,nonperson,sulawesi,SAHABAT_GTLO,SL,7
@nurilFS_,person,jawa timur,nurilFS_,JI,4
@jaan_indonesia,nonperson,jabodetabek,jaan_indonesia,JBD,1
@KnwilBPNKalteng,nonperson,kalimantan,KnwilBPNKalteng,KA,5
@Mbonnkoclok,person,jawa timur,Mbonnkoclok,JI,4
@jogja_jfrc,nonperson,jawa tengah dan yogyakarta,jogja_jfrc,JT&YO,3
@RTMCJatim,nonperson,jawa timur,RTMCJatim,JI,4
@kconkjayapura,nonperson,maluku dan papua,kconkjayapura,ML&PP,6
@InfoPariaman,nonperson,sumatera,InfoPariaman,SM,8
@coffeebeannn_,person,jawa timur,coffeebeannn_,JI,4
@PiusKogoya19,person,maluku dan papua,PiusKogoya19,ML&PP,6
@persipura63,nonperson,maluku dan papua,persipura63,ML&PP,6
@estranged2009,person,sumatera,estranged2009,SM,8
@AangMunawar21,person,jawa tengah dan yogyakarta,AangMunawar21,JT&YO,3
@rahmadsaifulhs,person,sumatera,rahmadsaifulhs,SM,8
@ajulpi,person,jawa tengah dan yogyakarta,ajulpi,JT&YO,3
@Viking_Papua,nonperson,maluku dan papua,Viking_Papua,ML&PP,6
@KempinskiJKT,nonperson,jabodetabek,KempinskiJKT,JBD,1
@perekonomianjbr,nonperson,jawa barat dan banten,perekonomianjbr,JB&BT,2
@dprdjawabarat,nonperson,jawa barat dan banten,dprdjawabarat,JB&BT,2
@GlennFredly,person,jabodetabek,GlennFredly,JBD,1
@keliling_ambon,nonperson,maluku dan papua,keliling_ambon,ML&PP,6
@veanarvian,person,jawa timur,veanarvian,JI,4
@kpuprov_sumut,nonperson,sumatera,kpuprov_sumut,SM,8
@favehotellosari,nonperson,sulawesi,favehotellosari,SL,7
@Koja_RSUD,nonperson,jabodetabek,Koja_RSUD,JBD,1
@adetysuperemak,person,kalimantan,adetysuperemak,KA,5
@Valdinho74,person,maluku dan papua,Valdinho74,ML&PP,6
@HumasUnp,nonperson,sumatera,HumasUnp,SM,8
@OllySteven,person,sulawesi,OllySteven,SL,7
@BBhsAceh,nonperson,sumatera,BBhsAceh,SM,8
@BSKalimantan,nonperson,kalimantan,BSKalimantan,KA,5
@safari_prigen,nonperson,jawa timur,safari_prigen,JI,4
@MalukuTeras,nonperson,maluku dan papua,MalukuTeras,ML&PP,6
@wisatasemarang,nonperson,jawa tengah dan yogyakarta,wisatasemarang,JT&YO,3
@JWMarriottSby,nonperson,jawa timur,JWMarriottSby,JI,4
@Akom2005,person,jawa barat dan banten,Akom2005,JB&BT,2
@JakartaBNI46,nonperson,jabodetabek,JakartaBNI46,JBD,1
@annefachrozie,person,jawa barat dan banten,annefachrozie,JB&BT,2
@QuestHotelKuta,nonperson,bali dan nusa tenggara,QuestHotelKuta,NU,0
@MerVy_MG,person,maluku dan papua,MerVy_MG,ML&PP,6
@je4lousie,person,kalimantan,je4lousie,KA,5
@rinaldysantoso,person,sulawesi,rinaldysantoso,SL,7
@Pro2Jak,nonperson,jabodetabek,Pro2Jak,JBD,1
@donatkotak,person,bali dan nusa tenggara,donatkotak,NU,0
@ilhamdhi,person,bali dan nusa tenggara,ilhamdhi,NU,0
@heri_tere,person,bali dan nusa tenggara,heri_tere,NU,0
@SmartFM_Manado,nonperson,sulawesi,SmartFM_Manado,SL,7
@arm_afiq,person,sumatera,arm_afiq,SM,8
@BCLiciousKlmtan,nonperson,kalimantan,BCLiciousKlmtan,KA,5
@ferdiriva,person,jabodetabek,ferdiriva,JBD,1
@KecMakassar,nonperson,sulawesi,KecMakassar,SL,7
@D_kriuk,nonperson,jabodetabek,D_kriuk,JBD,1
@Syahrul_YL,person,sulawesi,Syahrul_YL,SL,7
@AHMADDHANIPRAST,person,jawa timur,AHMADDHANIPRAST,JI,4
@BASAbali,nonperson,bali dan nusa tenggara,BASAbali,NU,0
@EmilDardak,nonperson,jawa timur,EmilDardak,JI,4
@dikbudtangsel,nonperson,jawa barat dan banten,dikbudtangsel,JB&BT,2
@infolebakbanten,nonperson,jawa barat dan banten,infolebakbanten,JB&BT,2
@MNCBandung,nonperson,jawa barat dan banten,MNCBandung,JB&BT,2
@ArfiPrayoga,person,jawa tengah dan yogyakarta,ArfiPrayoga,JT&YO,3
@armandmaulana,person,jawa barat dan banten,armandmaulana,JB&BT,2
@siti_odedMD,person,jawa barat dan banten,siti_odedMD,JB&BT,2
@carisahmad,person,jawa timur,carisahmad,JI,4
@IFI_Sby,nonperson,jawa timur,IFI_Sby,JI,4
@01_budi,person,sumatera,01_budi,SM,8
@itbofficial,nonperson,jawa barat dan banten,itbofficial,JB&BT,2
@iccialbarn,person,jabodetabek,iccialbarn,JBD,1
@Deddy_Mizwar_,person,jabodetabek,Deddy_Mizwar_,JBD,1
@madetirtasari,person,bali dan nusa tenggara,madetirtasari,NU,0
@SamuelSekuritas,nonperson,jabodetabek,SamuelSekuritas,JBD,1
@224_ofmeee,person,kalimantan,224_ofmeee,KA,5
@persib,nonperson,jawa barat dan banten,persib,JB&BT,2
@ariabima99,person,jawa tengah dan yogyakarta,ariabima99,JT&YO,3
@anitaamerliaa,person,jawa timur,anitaamerliaa,JI,4
@wbudiprasetyo,person,maluku dan papua,wbudiprasetyo,ML&PP,6
@nuratna_,person,bali dan nusa tenggara,nuratna_,NU,0
@WestJavaCoffee,nonperson,jawa barat dan banten,WestJavaCoffee,JB&BT,2
@radar_karawang,nonperson,jawa barat dan banten,radar_karawang,JB&BT,2
@arukkun,person,sumatera,arukkun,SM,8
@mtf_jatim,nonperson,jawa timur,mtf_jatim,JI,4
@Daeng_Info,nonperson,sulawesi,Daeng_Info,SL,7
@A_GitaJKT48,person,jabodetabek,A_GitaJKT48,JBD,1
@jelajahblitar,nonperson,jawa timur,jelajahblitar,JI,4
@tn_bunaken,nonperson,sulawesi,tn_bunaken,SL,7
@EastJavaTourism,nonperson,jawa timur,EastJavaTourism,JI,4
@cakasana,person,jawa timur,cakasana,JI,4
@AryadiDismiss,person,bali dan nusa tenggara,AryadiDismiss,NU,0
@Papuan_Insight,nonperson,maluku dan papua,Papuan_Insight,ML&PP,6
@ppiacid,nonperson,jawa timur,ppiacid,JI,4
@aminfadlillah,person,jawa tengah dan yogyakarta,aminfadlillah,JT&YO,3
@act2give,nonperson,kalimantan,act2give,KA,5
@showimah,person,jabodetabek,showimah,JBD,1
@positiflucu,person,bali dan nusa tenggara,positiflucu,NU,0
@Bekasiberkebun,nonperson,jabodetabek,Bekasiberkebun,JBD,1
@TajYasinMZ,person,jawa tengah dan yogyakarta,TajYasinMZ,JT&YO,3
@PemkabBadung,nonperson,bali dan nusa tenggara,PemkabBadung,NU,0
@anismatta,person,sulawesi,anismatta,SL,7
@NetizenManado,nonperson,sulawesi,NetizenManado,SL,7
@adoen86,person,sumatera,adoen86,SM,8
@azwarsiregar,person,sumatera,azwarsiregar,SM,8
@aldaniarmdhn_,person,jawa timur,aldaniarmdhn_,JI,4
@PasuruanFess,nonperson,jawa timur,PasuruanFess,JI,4
@DPR_RI,nonperson,jabodetabek,DPR_RI,JBD,1
@humasjabar,nonperson,jawa barat dan banten,humasjabar,JB&BT,2
@kumhamlampung,nonperson,sumatera,kumhamlampung,SM,8
@kudetabali,nonperson,bali dan nusa tenggara,kudetabali,NU,0
@Persitajuara,nonperson,jabodetabek,Persitajuara,JBD,1
@BEXXASULAWESI,nonperson,sulawesi,BEXXASULAWESI,SL,7
@tvrisumsel,nonperson,sumatera,tvrisumsel,SM,8
@PolresTolitoli,nonperson,sulawesi,PolresTolitoli,SL,7
@InfoGOBJM,nonperson,kalimantan,InfoGOBJM,KA,5
@YusdinRukka,person,sulawesi,YusdinRukka,SL,7
@bpssumsel,nonperson,sumatera,bpssumsel,SM,8
@official_unila,nonperson,sumatera,official_unila,SM,8
@FiersaBesari,person,jawa barat dan banten,FiersaBesari,JB&BT,2
@DeusBali,nonperson,bali dan nusa tenggara,DeusBali,NU,0
@klik_uad,nonperson,jawa tengah dan yogyakarta,klik_uad,JT&YO,3
@ShangriLaSUB,nonperson,jawa timur,ShangriLaSUB,JI,4
@infoMKSR,nonperson,sulawesi,infoMKSR,SL,7
@infolombok,nonperson,bali dan nusa tenggara,infolombok,NU,0
@hmjmesinpolsri,nonperson,sumatera,hmjmesinpolsri,SM,8
@andabron,person,sumatera,andabron,SM,8
@flutter_jkt,nonperson,jabodetabek,flutter_jkt,JBD,1
@papuachanneltv,nonperson,maluku dan papua,papuachanneltv,ML&PP,6
@Sengsar83885990,person,maluku dan papua,Sengsar83885990,ML&PP,6
@allhotelbali,nonperson,bali dan nusa tenggara,allhotelbali,NU,0
@teaterdipoundip,nonperson,jawa tengah dan yogyakarta,teaterdipoundip,JT&YO,3
@ragunanzoo,nonperson,jabodetabek,ragunanzoo,JBD,1
@NdraWah,person,jawa timur,NdraWah,JI,4
@DidiFabanyo1,person,maluku dan papua,DidiFabanyo1,ML&PP,6
@mangku_pastika,person,bali dan nusa tenggara,mangku_pastika,NU,0
@polsek_regol,nonperson,jawa barat dan banten,polsek_regol,JB&BT,2
@_AlexHesegem,person,maluku dan papua,_AlexHesegem,ML&PP,6
@misinnarek17,person,maluku dan papua,misinnarek17,ML&PP,6
@adninmarwah,person,jawa barat dan banten,adninmarwah,JB&BT,2
@fauziachang,person,jabodetabek,fauziachang,JBD,1
@fajarnugros,person,jabodetabek,fajarnugros,JBD,1
@diresett,person,jawa timur,diresett,JI,4
@TrafficJakarta,person,jabodetabek,TrafficJakarta,JBD,1
@gadiiing,person,jabodetabek,gadiiing,JBD,1
@txtdrmks,person,sulawesi,txtdrmks,SL,7
@dlhprovkaltim,nonperson,kalimantan,dlhprovkaltim,KA,5
@BaleBengong,nonperson,bali dan nusa tenggara,BaleBengong,NU,0
@erlinda_mimi,person,bali dan nusa tenggara,erlinda_mimi,NU,0
@BpsSemarang,nonperson,jawa tengah dan yogyakarta,BpsSemarang,JT&YO,3
@WhatsNewJakarta,nonperson,jabodetabek,WhatsNewJakarta,JBD,1
@Bandung_Dinkes,nonperson,jawa barat dan banten,Bandung_Dinkes,JB&BT,2
@kpu_pacitan,nonperson,jawa timur,kpu_pacitan,JI,4
@hood_good,person,jawa tengah dan yogyakarta,hood_good,JT&YO,3
@OfficialPersika,nonperson,jawa barat dan banten,OfficialPersika,JB&BT,2
@Hmc_Manado,nonperson,sulawesi,Hmc_Manado,SL,7
@AremaJayapura,nonperson,maluku dan papua,AremaJayapura,ML&PP,6
@BEM_Udayana,nonperson,bali dan nusa tenggara,BEM_Udayana,NU,0
@Rs_Tugurejo,nonperson,jawa tengah dan yogyakarta,Rs_Tugurejo,JT&YO,3
@imanimandaaa,person,jawa tengah dan yogyakarta,imanimandaaa,JT&YO,3
@anshory72,person,jawa barat dan banten,anshory72,JB&BT,2
@pajejeri,person,sulawesi,pajejeri,SL,7
@GKRHayu,person,jawa tengah dan yogyakarta,GKRHayu,JT&YO,3
@salpriadi_,person,jawa timur,salpriadi_,JI,4
@visitsemarang,nonperson,jawa tengah dan yogyakarta,visitsemarang,JT&YO,3
@SuaraPapua,nonperson,maluku dan papua,SuaraPapua,ML&PP,6
@Basran_Basir,person,sulawesi,Basran_Basir,SL,7
@ArnoldPoernomo,person,jawa timur,ArnoldPoernomo,JI,4
@mbaakhalu,person,jawa tengah dan yogyakarta,mbaakhalu,JT&YO,3
@wirausahaKalsel,nonperson,kalimantan,wirausahaKalsel,KA,5
@WRIIndonesia,nonperson,jabodetabek,WRIIndonesia,JBD,1
@andriees,person,maluku dan papua,andriees,ML&PP,6
@RomeSyahri,person,jawa tengah dan yogyakarta,RomeSyahri,JT&YO,3
@KupangNet,person,bali dan nusa tenggara,KupangNet,NU,0
@NttBawaslu,nonperson,bali dan nusa tenggara,NttBawaslu,NU,0
@CiputraWorldSby,nonperson,jawa timur,CiputraWorldSby,JI,4
@007_kamal,person,jabodetabek,007_kamal,JBD,1
@Humaspolreskota,nonperson,sulawesi,Humaspolreskota,SL,7
@PapuaTourism,nonperson,maluku dan papua,PapuaTourism,ML&PP,6
@lpptvrintb,nonperson,bali dan nusa tenggara,lpptvrintb,NU,0
@dishub_jabar,nonperson,jawa barat dan banten,dishub_jabar,JB&BT,2
@ratmanard,person,jabodetabek,ratmanard,JBD,1
@ernestprakasa,person,jabodetabek,ernestprakasa,JBD,1
@DKLovers_SBY,nonperson,jawa timur,DKLovers_SBY,JI,4
@kobak_y,person,maluku dan papua,kobak_y,ML&PP,6
@fauzanalrasyid,person,jabodetabek,fauzanalrasyid,JBD,1
@Bimantara25,person,bali dan nusa tenggara,Bimantara25,NU,0
@MalukuOnlineCJ,nonperson,maluku dan papua,MalukuOnlineCJ,ML&PP,6
@Hariaangga,person,sulawesi,Hariaangga,SL,7
@bpcb_sumbar,nonperson,sumatera,bpcb_sumbar,SM,8
@orangutan_COP,nonperson,kalimantan,orangutan_COP,KA,5
@zaada92,person,jawa timur,zaada92,JI,4
@indra_sjafri,person,jawa tengah dan yogyakarta,indra_sjafri,JT&YO,3
@yusuf_ch,person,jawa tengah dan yogyakarta,yusuf_ch,JT&YO,3
@bpbd_pmk,nonperson,jawa timur,bpbd_pmk,JI,4
@PasarLontara,nonperson,sulawesi,PasarLontara,SL,7
@JogjaUpdate,nonperson,jawa tengah dan yogyakarta,JogjaUpdate,JT&YO,3
@blogdokter,nonperson,bali dan nusa tenggara,blogdokter,NU,0
@KoranKaltimcom,nonperson,kalimantan,KoranKaltimcom,KA,5
@tfsurabaya,nonperson,jawa timur,tfsurabaya,JI,4
@AMS_pusat,nonperson,jawa barat dan banten,AMS_pusat,JB&BT,2
@tnwaykambas,nonperson,sumatera,tnwaykambas,SM,8
@Media_Papua,nonperson,maluku dan papua,Media_Papua,ML&PP,6
@hammam_riza,person,jabodetabek,hammam_riza,JBD,1
@LAF_Jogja,nonperson,jawa tengah dan yogyakarta,LAF_Jogja,JT&YO,3
@ArieKuntung,person,jawa tengah dan yogyakarta,ArieKuntung,JT&YO,3
@gebiramadhan,person,jawa barat dan banten,gebiramadhan,JB&BT,2
@tifsembiring,person,jabodetabek,tifsembiring,JBD,1
@pkskotacirebon,nonperson,jawa barat dan banten,pkskotacirebon,JB&BT,2
@WidyoLita,person,jawa tengah dan yogyakarta,WidyoLita,JT&YO,3
@bptp_malut,nonperson,maluku dan papua,bptp_malut,ML&PP,6
@UGMYogyakarta,nonperson,jawa tengah dan yogyakarta,UGMYogyakarta,JT&YO,3
@ppid_smr,nonperson,kalimantan,ppid_smr,KA,5
@PHOENIX91FM,nonperson,bali dan nusa tenggara,PHOENIX91FM,NU,0
@konsultbisnis,nonperson,jabodetabek,konsultbisnis,JBD,1
@wisataSumbar,nonperson,sumatera,wisataSumbar,SM,8
@banjarmasinpost,nonperson,kalimantan,banjarmasinpost,KA,5
@omdibmo,person,sumatera,omdibmo,SM,8
@FutsalJateng,nonperson,jawa tengah dan yogyakarta,FutsalJateng,JT&YO,3
@habibmahdiyahya,person,kalimantan,habibmahdiyahya,KA,5
@Arie_Kriting,person,sulawesi,Arie_Kriting,SL,7
@Wulangan,person,jawa tengah dan yogyakarta,Wulangan,JT&YO,3
@BeritaMks,nonperson,sulawesi,BeritaMks,SL,7
@disdik_bandung,nonperson,jawa barat dan banten,disdik_bandung,JB&BT,2
@ando_ahmad,person,sumatera,ando_ahmad,SM,8
@DokterHafid,person,jawa timur,DokterHafid,JI,4
@4diputra,person,bali dan nusa tenggara,4diputra,NU,0
@AreaNTB,nonperson,bali dan nusa tenggara,AreaNTB,NU,0
@akubctbgtt,person,jawa tengah dan yogyakarta,akubctbgtt,JT&YO,3
@Poldakaltim,nonperson,kalimantan,Poldakaltim,KA,5
@sucifadhilah23,person,jabodetabek,sucifadhilah23,JBD,1
@Reisa_BA,person,jabodetabek,Reisa_BA,JBD,1
@gen987fm,person,jabodetabek,gen987fm,JBD,1
@RISET_PALEMBANG,nonperson,sumatera,RISET_PALEMBANG,SM,8
@SemarangID,nonperson,jawa tengah dan yogyakarta,SemarangID,JT&YO,3
@AlissaWahid,person,jawa timur,AlissaWahid,JI,4
@NowelaIDOL8,person,maluku dan papua,NowelaIDOL8,ML&PP,6
@Iccha_JG0182,person,sulawesi,Iccha_JG0182,SL,7
@humasbna,nonperson,sumatera,humasbna,SM,8
@SwetaKartika,person,jawa barat dan banten,SwetaKartika,JB&BT,2
